"","X","id.s","host_species","host_genus","host_order","host_class","gbif_id","iso3c","coord_status","coordinate_resolution_processed","gadm_adm1","gadm_adm2","gadm_adm3","start_date","end_date","temporal_resolution","number_of_hosts","trap_nights_clean","trap_nights_status","host_species_original","host_genus_original","event_date_raw","pathogen_record_id","pathogen_species_cleaned","pathogen_species_ncbi","ncbi_id","number_tested","number_positive","number_negative","number_inconclusive","pathogen_species_original","note","mean","Mahalanobis_dist","Marginality","Specificity","Suitability","mean.1","Centroid_d","Boundary_d","in_range_d","bp_X","bp_Y","Centroid_r","Boundary_r","in_range_r"
"8456",44297,"david_43757 david_307","Apodemus flavicollis","Apodemus","Rodentia","Mammalia",2437756,"ITA","valid","adm3","ITA.17_1","ITA.17.2_1","ITA.17.2.50_1","2007-07-25","2007-07-25","full_date",1,131720,"trapnight_reported","Apodemus flavicollis","Apodemus","2007-07-25","david_54208","Orthohantavirus dobravaense","Orthohantavirus dobravaense","3052477",1,0,1,NA,"DOBV",NA,0.470676898956299,0.392888575792313,129.0048828125,0.00935487262904644,0.941707611083984,NA,184.863536159072,4.3454556017651,FALSE,10.9758,45.9936,1182.42370361331,113.484879721364,TRUE
"8457",44298,"david_43758 david_307","Apodemus flavicollis","Apodemus","Rodentia","Mammalia",2437756,"ITA","valid","adm3","ITA.17_1","ITA.17.2_1","ITA.17.2.50_1","2007-08-07","2007-08-07","full_date",1,131720,"trapnight_reported","Apodemus flavicollis","Apodemus","2007-08-07","david_54209","Orthohantavirus dobravaense","Orthohantavirus dobravaense","3052477",1,0,1,NA,"DOBV",NA,0.470676898956299,0.392888575792313,129.0048828125,0.00935487262904644,0.941707611083984,NA,184.863536159072,4.3454556017651,FALSE,10.9758,45.9936,1182.42370361331,113.484879721364,TRUE
"8458",44299,"david_43759 david_307","Apodemus flavicollis","Apodemus","Rodentia","Mammalia",2437756,"ITA","valid","adm3","ITA.17_1","ITA.17.2_1","ITA.17.2.50_1","2007-07-25","2007-07-25","full_date",1,131720,"trapnight_reported","Apodemus flavicollis","Apodemus","2007-07-25","david_54210","Orthohantavirus dobravaense","Orthohantavirus dobravaense","3052477",1,0,1,NA,"DOBV",NA,0.470676898956299,0.392888575792313,129.0048828125,0.00935487262904644,0.941707611083984,NA,184.863536159072,4.3454556017651,FALSE,10.9758,45.9936,1182.42370361331,113.484879721364,TRUE
"8459",44304,"david_43760 david_307","Apodemus flavicollis","Apodemus","Rodentia","Mammalia",2437756,"ITA","valid","adm3","ITA.17_1","ITA.17.2_1","ITA.17.2.50_1","2007-08-07","2007-08-07","full_date",1,131720,"trapnight_reported","Apodemus flavicollis","Apodemus","2007-08-07","david_54211","Orthohantavirus dobravaense","Orthohantavirus dobravaense","3052477",1,0,1,NA,"DOBV",NA,0.470676898956299,0.392888575792313,129.0048828125,0.00935487262904644,0.941707611083984,NA,184.863536159072,4.3454556017651,FALSE,10.9758,45.9936,1182.42370361331,113.484879721364,TRUE
"8460",44305,"david_43761 david_307","Apodemus flavicollis","Apodemus","Rodentia","Mammalia",2437756,"ITA","valid","adm3","ITA.17_1","ITA.17.2_1","ITA.17.2.50_1","2007-07-25","2007-07-25","full_date",1,131720,"trapnight_reported","Apodemus flavicollis","Apodemus","2007-07-25","david_54212","Orthohantavirus dobravaense","Orthohantavirus dobravaense","3052477",1,0,1,NA,"DOBV",NA,0.470676898956299,0.392888575792313,129.0048828125,0.00935487262904644,0.941707611083984,NA,184.863536159072,4.3454556017651,FALSE,10.9758,45.9936,1182.42370361331,113.484879721364,TRUE
"8461",44306,"david_43762 david_307","Apodemus flavicollis","Apodemus","Rodentia","Mammalia",2437756,"ITA","valid","adm3","ITA.17_1","ITA.17.2_1","ITA.17.2.50_1","2007-08-07","2007-08-07","full_date",1,131720,"trapnight_reported","Apodemus flavicollis","Apodemus","2007-08-07","david_54213","Orthohantavirus dobravaense","Orthohantavirus dobravaense","3052477",1,0,1,NA,"DOBV",NA,0.470676898956299,0.392888575792313,129.0048828125,0.00935487262904644,0.941707611083984,NA,184.863536159072,4.3454556017651,FALSE,10.9758,45.9936,1182.42370361331,113.484879721364,TRUE
"8462",44307,"david_43763 david_307","Apodemus flavicollis","Apodemus","Rodentia","Mammalia",2437756,"ITA","valid","adm3","ITA.17_1","ITA.17.2_1","ITA.17.2.50_1","2007-08-22","2007-08-22","full_date",1,131720,"trapnight_reported","Apodemus flavicollis","Apodemus","2007-08-22","david_54214","Orthohantavirus dobravaense","Orthohantavirus dobravaense","3052477",1,0,1,NA,"DOBV",NA,0.470676898956299,0.392888575792313,129.0048828125,0.00935487262904644,0.941707611083984,NA,184.863536159072,4.3454556017651,FALSE,10.9758,45.9936,1182.42370361331,113.484879721364,TRUE
"8463",44308,"david_43764 david_307","Apodemus flavicollis","Apodemus","Rodentia","Mammalia",2437756,"ITA","valid","adm3","ITA.17_1","ITA.17.2_1","ITA.17.2.50_1","2007-09-04","2007-09-04","full_date",1,131720,"trapnight_reported","Apodemus flavicollis","Apodemus","2007-09-04","david_54215","Orthohantavirus dobravaense","Orthohantavirus dobravaense","3052477",1,0,1,NA,"DOBV",NA,0.470676898956299,0.392888575792313,129.0048828125,0.00935487262904644,0.941707611083984,NA,184.863536159072,4.3454556017651,FALSE,10.9758,45.9936,1182.42370361331,113.484879721364,TRUE
"8464",44309,"david_43765 david_307","Apodemus flavicollis","Apodemus","Rodentia","Mammalia",2437756,"ITA","valid","adm3","ITA.17_1","ITA.17.2_1","ITA.17.2.50_1","2007-09-19","2007-09-19","full_date",1,131720,"trapnight_reported","Apodemus flavicollis","Apodemus","2007-09-19","david_54216","Orthohantavirus dobravaense","Orthohantavirus dobravaense","3052477",1,0,1,NA,"DOBV",NA,0.470676898956299,0.392888575792313,129.0048828125,0.00935487262904644,0.941707611083984,NA,184.863536159072,4.3454556017651,FALSE,10.9758,45.9936,1182.42370361331,113.484879721364,TRUE
"8465",44310,"david_43766 david_307","Apodemus flavicollis","Apodemus","Rodentia","Mammalia",2437756,"ITA","valid","adm3","ITA.17_1","ITA.17.2_1","ITA.17.2.50_1","2007-07-25","2007-07-25","full_date",1,131720,"trapnight_reported","Apodemus flavicollis","Apodemus","2007-07-25","david_54217","Orthohantavirus dobravaense","Orthohantavirus dobravaense","3052477",1,0,1,NA,"DOBV",NA,0.470676898956299,0.392888575792313,129.0048828125,0.00935487262904644,0.941707611083984,NA,184.863536159072,4.3454556017651,FALSE,10.9758,45.9936,1182.42370361331,113.484879721364,TRUE
"8466",44311,"david_43767 david_307","Apodemus flavicollis","Apodemus","Rodentia","Mammalia",2437756,"ITA","valid","adm3","ITA.17_1","ITA.17.2_1","ITA.17.2.50_1","2007-08-07","2007-08-07","full_date",1,131720,"trapnight_reported","Apodemus flavicollis","Apodemus","2007-08-07","david_54218","Orthohantavirus dobravaense","Orthohantavirus dobravaense","3052477",1,0,1,NA,"DOBV",NA,0.470676898956299,0.392888575792313,129.0048828125,0.00935487262904644,0.941707611083984,NA,184.863536159072,4.3454556017651,FALSE,10.9758,45.9936,1182.42370361331,113.484879721364,TRUE
"8467",44312,"david_43768 david_307","Apodemus flavicollis","Apodemus","Rodentia","Mammalia",2437756,"ITA","valid","adm3","ITA.17_1","ITA.17.2_1","ITA.17.2.50_1","2007-08-21","2007-08-21","full_date",1,131720,"trapnight_reported","Apodemus flavicollis","Apodemus","2007-08-21","david_54219","Orthohantavirus dobravaense","Orthohantavirus dobravaense","3052477",1,0,1,NA,"DOBV",NA,0.470676898956299,0.392888575792313,129.0048828125,0.00935487262904644,0.941707611083984,NA,184.863536159072,4.3454556017651,FALSE,10.9758,45.9936,1182.42370361331,113.484879721364,TRUE
"8468",44313,"david_43769 david_307","Apodemus flavicollis","Apodemus","Rodentia","Mammalia",2437756,"ITA","valid","adm3","ITA.17_1","ITA.17.2_1","ITA.17.2.50_1","2007-09-04","2007-09-04","full_date",1,131720,"trapnight_reported","Apodemus flavicollis","Apodemus","2007-09-04","david_54220","Orthohantavirus dobravaense","Orthohantavirus dobravaense","3052477",1,0,1,NA,"DOBV",NA,0.470676898956299,0.392888575792313,129.0048828125,0.00935487262904644,0.941707611083984,NA,184.863536159072,4.3454556017651,FALSE,10.9758,45.9936,1182.42370361331,113.484879721364,TRUE
"8469",44318,"david_43770 david_307","Apodemus flavicollis","Apodemus","Rodentia","Mammalia",2437756,"ITA","valid","adm3","ITA.17_1","ITA.17.2_1","ITA.17.2.50_1","2007-09-18","2007-09-18","full_date",1,131720,"trapnight_reported","Apodemus flavicollis","Apodemus","2007-09-18","david_54221","Orthohantavirus dobravaense","Orthohantavirus dobravaense","3052477",1,0,1,NA,"DOBV",NA,0.470676898956299,0.392888575792313,129.0048828125,0.00935487262904644,0.941707611083984,NA,184.863536159072,4.3454556017651,FALSE,10.9758,45.9936,1182.42370361331,113.484879721364,TRUE
"8470",44319,"david_43771 david_307","Apodemus flavicollis","Apodemus","Rodentia","Mammalia",2437756,"ITA","valid","adm3","ITA.17_1","ITA.17.2_1","ITA.17.2.50_1","2007-10-02","2007-10-02","full_date",1,131720,"trapnight_reported","Apodemus flavicollis","Apodemus","2007-10-02","david_54222","Orthohantavirus dobravaense","Orthohantavirus dobravaense","3052477",1,0,1,NA,"DOBV",NA,0.470676898956299,0.392888575792313,129.0048828125,0.00935487262904644,0.941707611083984,NA,184.863536159072,4.3454556017651,FALSE,10.9758,45.9936,1182.42370361331,113.484879721364,TRUE
"8471",44320,"david_43772 david_307","Apodemus flavicollis","Apodemus","Rodentia","Mammalia",2437756,"ITA","valid","adm3","ITA.17_1","ITA.17.2_1","ITA.17.2.50_1","2007-10-16","2007-10-16","full_date",1,131720,"trapnight_reported","Apodemus flavicollis","Apodemus","2007-10-16","david_54223","Orthohantavirus dobravaense","Orthohantavirus dobravaense","3052477",1,0,1,NA,"DOBV",NA,0.470676898956299,0.392888575792313,129.0048828125,0.00935487262904644,0.941707611083984,NA,184.863536159072,4.3454556017651,FALSE,10.9758,45.9936,1182.42370361331,113.484879721364,TRUE
"8472",44321,"david_43773 david_307","Apodemus flavicollis","Apodemus","Rodentia","Mammalia",2437756,"ITA","valid","adm3","ITA.17_1","ITA.17.2_1","ITA.17.2.50_1","2007-07-25","2007-07-25","full_date",1,131720,"trapnight_reported","Apodemus flavicollis","Apodemus","2007-07-25","david_54224","Orthohantavirus dobravaense","Orthohantavirus dobravaense","3052477",1,0,1,NA,"DOBV",NA,0.470676898956299,0.392888575792313,129.0048828125,0.00935487262904644,0.941707611083984,NA,184.863536159072,4.3454556017651,FALSE,10.9758,45.9936,1182.42370361331,113.484879721364,TRUE
"8473",44322,"david_43774 david_307","Apodemus flavicollis","Apodemus","Rodentia","Mammalia",2437756,"ITA","valid","adm3","ITA.17_1","ITA.17.2_1","ITA.17.2.50_1","2007-08-08","2007-08-08","full_date",1,131720,"trapnight_reported","Apodemus flavicollis","Apodemus","2007-08-08","david_54225","Orthohantavirus dobravaense","Orthohantavirus dobravaense","3052477",1,0,1,NA,"DOBV",NA,0.470676898956299,0.392888575792313,129.0048828125,0.00935487262904644,0.941707611083984,NA,184.863536159072,4.3454556017651,FALSE,10.9758,45.9936,1182.42370361331,113.484879721364,TRUE
"8474",44323,"david_43775 david_307","Apodemus flavicollis","Apodemus","Rodentia","Mammalia",2437756,"ITA","valid","adm3","ITA.17_1","ITA.17.2_1","ITA.17.2.50_1","2007-08-22","2007-08-22","full_date",1,131720,"trapnight_reported","Apodemus flavicollis","Apodemus","2007-08-22","david_54226","Orthohantavirus dobravaense","Orthohantavirus dobravaense","3052477",1,0,1,NA,"DOBV",NA,0.470676898956299,0.392888575792313,129.0048828125,0.00935487262904644,0.941707611083984,NA,184.863536159072,4.3454556017651,FALSE,10.9758,45.9936,1182.42370361331,113.484879721364,TRUE
"8475",44324,"david_43776 david_307","Apodemus flavicollis","Apodemus","Rodentia","Mammalia",2437756,"ITA","valid","adm3","ITA.17_1","ITA.17.2_1","ITA.17.2.50_1","2007-09-04","2007-09-04","full_date",1,131720,"trapnight_reported","Apodemus flavicollis","Apodemus","2007-09-04","david_54227","Orthohantavirus dobravaense","Orthohantavirus dobravaense","3052477",1,0,1,NA,"DOBV",NA,0.470676898956299,0.392888575792313,129.0048828125,0.00935487262904644,0.941707611083984,NA,184.863536159072,4.3454556017651,FALSE,10.9758,45.9936,1182.42370361331,113.484879721364,TRUE
"8476",44325,"david_43777 david_307","Apodemus flavicollis","Apodemus","Rodentia","Mammalia",2437756,"ITA","valid","adm3","ITA.17_1","ITA.17.2_1","ITA.17.2.50_1","2007-07-25","2007-07-25","full_date",1,131720,"trapnight_reported","Apodemus flavicollis","Apodemus","2007-07-25","david_54228","Orthohantavirus dobravaense","Orthohantavirus dobravaense","3052477",1,0,1,NA,"DOBV",NA,0.470676898956299,0.392888575792313,129.0048828125,0.00935487262904644,0.941707611083984,NA,184.863536159072,4.3454556017651,FALSE,10.9758,45.9936,1182.42370361331,113.484879721364,TRUE
"8477",44326,"david_43778 david_307","Apodemus flavicollis","Apodemus","Rodentia","Mammalia",2437756,"ITA","valid","adm3","ITA.17_1","ITA.17.2_1","ITA.17.2.50_1","2007-08-07","2007-08-07","full_date",1,131720,"trapnight_reported","Apodemus flavicollis","Apodemus","2007-08-07","david_54229","Orthohantavirus dobravaense","Orthohantavirus dobravaense","3052477",1,0,1,NA,"DOBV",NA,0.470676898956299,0.392888575792313,129.0048828125,0.00935487262904644,0.941707611083984,NA,184.863536159072,4.3454556017651,FALSE,10.9758,45.9936,1182.42370361331,113.484879721364,TRUE
"8478",44327,"david_43779 david_307","Apodemus flavicollis","Apodemus","Rodentia","Mammalia",2437756,"ITA","valid","adm3","ITA.17_1","ITA.17.2_1","ITA.17.2.50_1","2007-07-25","2007-07-25","full_date",1,131720,"trapnight_reported","Apodemus flavicollis","Apodemus","2007-07-25","david_54230","Orthohantavirus dobravaense","Orthohantavirus dobravaense","3052477",1,0,1,NA,"DOBV",NA,0.470676898956299,0.392888575792313,129.0048828125,0.00935487262904644,0.941707611083984,NA,184.863536159072,4.3454556017651,FALSE,10.9758,45.9936,1182.42370361331,113.484879721364,TRUE
"8479",44332,"david_43780 david_307","Apodemus flavicollis","Apodemus","Rodentia","Mammalia",2437756,"ITA","valid","adm3","ITA.17_1","ITA.17.2_1","ITA.17.2.50_1","2007-08-21","2007-08-21","full_date",1,131720,"trapnight_reported","Apodemus flavicollis","Apodemus","2007-08-21","david_54231","Orthohantavirus dobravaense","Orthohantavirus dobravaense","3052477",1,0,1,NA,"DOBV",NA,0.470676898956299,0.392888575792313,129.0048828125,0.00935487262904644,0.941707611083984,NA,184.863536159072,4.3454556017651,FALSE,10.9758,45.9936,1182.42370361331,113.484879721364,TRUE
"8480",44333,"david_43781 david_307","Apodemus flavicollis","Apodemus","Rodentia","Mammalia",2437756,"ITA","valid","adm3","ITA.17_1","ITA.17.2_1","ITA.17.2.50_1","2007-09-04","2007-09-04","full_date",1,131720,"trapnight_reported","Apodemus flavicollis","Apodemus","2007-09-04","david_54232","Orthohantavirus dobravaense","Orthohantavirus dobravaense","3052477",1,0,1,NA,"DOBV",NA,0.470676898956299,0.392888575792313,129.0048828125,0.00935487262904644,0.941707611083984,NA,184.863536159072,4.3454556017651,FALSE,10.9758,45.9936,1182.42370361331,113.484879721364,TRUE
"8481",44334,"david_43782 david_307","Apodemus flavicollis","Apodemus","Rodentia","Mammalia",2437756,"ITA","valid","adm3","ITA.17_1","ITA.17.2_1","ITA.17.2.50_1","2007-07-25","2007-07-25","full_date",1,131720,"trapnight_reported","Apodemus flavicollis","Apodemus","2007-07-25","david_54233","Orthohantavirus dobravaense","Orthohantavirus dobravaense","3052477",1,0,1,NA,"DOBV",NA,0.470676898956299,0.392888575792313,129.0048828125,0.00935487262904644,0.941707611083984,NA,184.863536159072,4.3454556017651,FALSE,10.9758,45.9936,1182.42370361331,113.484879721364,TRUE
"8482",44335,"david_43783 david_307","Apodemus flavicollis","Apodemus","Rodentia","Mammalia",2437756,"ITA","valid","adm3","ITA.17_1","ITA.17.2_1","ITA.17.2.50_1","2007-08-07","2007-08-07","full_date",1,131720,"trapnight_reported","Apodemus flavicollis","Apodemus","2007-08-07","david_54234","Orthohantavirus dobravaense","Orthohantavirus dobravaense","3052477",1,0,1,NA,"DOBV",NA,0.470676898956299,0.392888575792313,129.0048828125,0.00935487262904644,0.941707611083984,NA,184.863536159072,4.3454556017651,FALSE,10.9758,45.9936,1182.42370361331,113.484879721364,TRUE
"8483",44336,"david_43784 david_307","Apodemus flavicollis","Apodemus","Rodentia","Mammalia",2437756,"ITA","valid","adm3","ITA.17_1","ITA.17.2_1","ITA.17.2.50_1","2007-08-21","2007-08-21","full_date",1,131720,"trapnight_reported","Apodemus flavicollis","Apodemus","2007-08-21","david_54235","Orthohantavirus dobravaense","Orthohantavirus dobravaense","3052477",1,0,1,NA,"DOBV",NA,0.470676898956299,0.392888575792313,129.0048828125,0.00935487262904644,0.941707611083984,NA,184.863536159072,4.3454556017651,FALSE,10.9758,45.9936,1182.42370361331,113.484879721364,TRUE
"8484",44337,"david_43785 david_307","Apodemus flavicollis","Apodemus","Rodentia","Mammalia",2437756,"ITA","valid","adm3","ITA.17_1","ITA.17.2_1","ITA.17.2.50_1","2007-09-04","2007-09-04","full_date",1,131720,"trapnight_reported","Apodemus flavicollis","Apodemus","2007-09-04","david_54236","Orthohantavirus dobravaense","Orthohantavirus dobravaense","3052477",1,0,1,NA,"DOBV",NA,0.470676898956299,0.392888575792313,129.0048828125,0.00935487262904644,0.941707611083984,NA,184.863536159072,4.3454556017651,FALSE,10.9758,45.9936,1182.42370361331,113.484879721364,TRUE
"8485",44338,"david_43786 david_307","Apodemus flavicollis","Apodemus","Rodentia","Mammalia",2437756,"ITA","valid","adm3","ITA.17_1","ITA.17.2_1","ITA.17.2.50_1","2007-09-18","2007-09-18","full_date",1,131720,"trapnight_reported","Apodemus flavicollis","Apodemus","2007-09-18","david_54237","Orthohantavirus dobravaense","Orthohantavirus dobravaense","3052477",1,0,1,NA,"DOBV",NA,0.470676898956299,0.392888575792313,129.0048828125,0.00935487262904644,0.941707611083984,NA,184.863536159072,4.3454556017651,FALSE,10.9758,45.9936,1182.42370361331,113.484879721364,TRUE
"8486",44339,"david_43787 david_307","Apodemus flavicollis","Apodemus","Rodentia","Mammalia",2437756,"ITA","valid","adm3","ITA.17_1","ITA.17.2_1","ITA.17.2.50_1","2007-08-07","2007-08-07","full_date",1,131720,"trapnight_reported","Apodemus flavicollis","Apodemus","2007-08-07","david_54238","Orthohantavirus dobravaense","Orthohantavirus dobravaense","3052477",1,0,1,NA,"DOBV",NA,0.470676898956299,0.392888575792313,129.0048828125,0.00935487262904644,0.941707611083984,NA,184.863536159072,4.3454556017651,FALSE,10.9758,45.9936,1182.42370361331,113.484879721364,TRUE
"8487",44340,"david_43788 david_307","Apodemus flavicollis","Apodemus","Rodentia","Mammalia",2437756,"ITA","valid","adm3","ITA.17_1","ITA.17.2_1","ITA.17.2.50_1","2007-08-07","2007-08-07","full_date",1,131720,"trapnight_reported","Apodemus flavicollis","Apodemus","2007-08-07","david_54239","Orthohantavirus dobravaense","Orthohantavirus dobravaense","3052477",1,0,1,NA,"DOBV",NA,0.470676898956299,0.392888575792313,129.0048828125,0.00935487262904644,0.941707611083984,NA,184.863536159072,4.3454556017651,FALSE,10.9758,45.9936,1182.42370361331,113.484879721364,TRUE
"8488",44341,"david_43789 david_307","Apodemus flavicollis","Apodemus","Rodentia","Mammalia",2437756,"ITA","valid","adm3","ITA.17_1","ITA.17.2_1","ITA.17.2.50_1","2007-08-22","2007-08-22","full_date",1,131720,"trapnight_reported","Apodemus flavicollis","Apodemus","2007-08-22","david_54240","Orthohantavirus dobravaense","Orthohantavirus dobravaense","3052477",1,0,1,NA,"DOBV",NA,0.470676898956299,0.392888575792313,129.0048828125,0.00935487262904644,0.941707611083984,NA,184.863536159072,4.3454556017651,FALSE,10.9758,45.9936,1182.42370361331,113.484879721364,TRUE
"8489",44346,"david_43790 david_307","Apodemus flavicollis","Apodemus","Rodentia","Mammalia",2437756,"ITA","valid","adm3","ITA.17_1","ITA.17.2_1","ITA.17.2.50_1","2007-08-07","2007-08-07","full_date",1,131720,"trapnight_reported","Apodemus flavicollis","Apodemus","2007-08-07","david_54241","Orthohantavirus dobravaense","Orthohantavirus dobravaense","3052477",1,0,1,NA,"DOBV",NA,0.470676898956299,0.392888575792313,129.0048828125,0.00935487262904644,0.941707611083984,NA,184.863536159072,4.3454556017651,FALSE,10.9758,45.9936,1182.42370361331,113.484879721364,TRUE
"8490",44347,"david_43791 david_307","Apodemus flavicollis","Apodemus","Rodentia","Mammalia",2437756,"ITA","valid","adm3","ITA.17_1","ITA.17.2_1","ITA.17.2.50_1","2007-08-21","2007-08-21","full_date",1,131720,"trapnight_reported","Apodemus flavicollis","Apodemus","2007-08-21","david_54242","Orthohantavirus dobravaense","Orthohantavirus dobravaense","3052477",1,0,1,NA,"DOBV",NA,0.470676898956299,0.392888575792313,129.0048828125,0.00935487262904644,0.941707611083984,NA,184.863536159072,4.3454556017651,FALSE,10.9758,45.9936,1182.42370361331,113.484879721364,TRUE
"8491",44348,"david_43792 david_307","Apodemus flavicollis","Apodemus","Rodentia","Mammalia",2437756,"ITA","valid","adm3","ITA.17_1","ITA.17.2_1","ITA.17.2.50_1","2007-09-05","2007-09-05","full_date",1,131720,"trapnight_reported","Apodemus flavicollis","Apodemus","2007-09-05","david_54243","Orthohantavirus dobravaense","Orthohantavirus dobravaense","3052477",1,0,1,NA,"DOBV",NA,0.470676898956299,0.392888575792313,129.0048828125,0.00935487262904644,0.941707611083984,NA,184.863536159072,4.3454556017651,FALSE,10.9758,45.9936,1182.42370361331,113.484879721364,TRUE
"8492",44349,"david_43793 david_307","Apodemus flavicollis","Apodemus","Rodentia","Mammalia",2437756,"ITA","valid","adm3","ITA.17_1","ITA.17.2_1","ITA.17.2.50_1","2007-09-19","2007-09-19","full_date",1,131720,"trapnight_reported","Apodemus flavicollis","Apodemus","2007-09-19","david_54244","Orthohantavirus dobravaense","Orthohantavirus dobravaense","3052477",1,0,1,NA,"DOBV",NA,0.470676898956299,0.392888575792313,129.0048828125,0.00935487262904644,0.941707611083984,NA,184.863536159072,4.3454556017651,FALSE,10.9758,45.9936,1182.42370361331,113.484879721364,TRUE
"8493",44350,"david_43794 david_307","Apodemus flavicollis","Apodemus","Rodentia","Mammalia",2437756,"ITA","valid","adm3","ITA.17_1","ITA.17.2_1","ITA.17.2.50_1","2007-10-02","2007-10-02","full_date",1,131720,"trapnight_reported","Apodemus flavicollis","Apodemus","2007-10-02","david_54245","Orthohantavirus dobravaense","Orthohantavirus dobravaense","3052477",1,0,1,NA,"DOBV",NA,0.470676898956299,0.392888575792313,129.0048828125,0.00935487262904644,0.941707611083984,NA,184.863536159072,4.3454556017651,FALSE,10.9758,45.9936,1182.42370361331,113.484879721364,TRUE
"8494",44351,"david_43795 david_307","Apodemus flavicollis","Apodemus","Rodentia","Mammalia",2437756,"ITA","valid","adm3","ITA.17_1","ITA.17.2_1","ITA.17.2.50_1","2007-08-07","2007-08-07","full_date",1,131720,"trapnight_reported","Apodemus flavicollis","Apodemus","2007-08-07","david_54246","Orthohantavirus dobravaense","Orthohantavirus dobravaense","3052477",1,0,1,NA,"DOBV",NA,0.470676898956299,0.392888575792313,129.0048828125,0.00935487262904644,0.941707611083984,NA,184.863536159072,4.3454556017651,FALSE,10.9758,45.9936,1182.42370361331,113.484879721364,TRUE
"8495",44352,"david_43796 david_307","Apodemus flavicollis","Apodemus","Rodentia","Mammalia",2437756,"ITA","valid","adm3","ITA.17_1","ITA.17.2_1","ITA.17.2.50_1","2007-08-07","2007-08-07","full_date",1,131720,"trapnight_reported","Apodemus flavicollis","Apodemus","2007-08-07","david_54247","Orthohantavirus dobravaense","Orthohantavirus dobravaense","3052477",1,0,1,NA,"DOBV",NA,0.470676898956299,0.392888575792313,129.0048828125,0.00935487262904644,0.941707611083984,NA,184.863536159072,4.3454556017651,FALSE,10.9758,45.9936,1182.42370361331,113.484879721364,TRUE
"8496",44353,"david_43797 david_307","Apodemus flavicollis","Apodemus","Rodentia","Mammalia",2437756,"ITA","valid","adm3","ITA.17_1","ITA.17.2_1","ITA.17.2.50_1","2007-08-07","2007-08-07","full_date",1,131720,"trapnight_reported","Apodemus flavicollis","Apodemus","2007-08-07","david_54248","Orthohantavirus dobravaense","Orthohantavirus dobravaense","3052477",1,0,1,NA,"DOBV",NA,0.470676898956299,0.392888575792313,129.0048828125,0.00935487262904644,0.941707611083984,NA,184.863536159072,4.3454556017651,FALSE,10.9758,45.9936,1182.42370361331,113.484879721364,TRUE
"8497",44354,"david_43798 david_307","Apodemus flavicollis","Apodemus","Rodentia","Mammalia",2437756,"ITA","valid","adm3","ITA.17_1","ITA.17.2_1","ITA.17.2.50_1","2007-08-22","2007-08-22","full_date",1,131720,"trapnight_reported","Apodemus flavicollis","Apodemus","2007-08-22","david_54249","Orthohantavirus dobravaense","Orthohantavirus dobravaense","3052477",1,0,1,NA,"DOBV",NA,0.470676898956299,0.392888575792313,129.0048828125,0.00935487262904644,0.941707611083984,NA,184.863536159072,4.3454556017651,FALSE,10.9758,45.9936,1182.42370361331,113.484879721364,TRUE
"8498",44355,"david_43799 david_307","Apodemus flavicollis","Apodemus","Rodentia","Mammalia",2437756,"ITA","valid","adm3","ITA.17_1","ITA.17.2_1","ITA.17.2.50_1","2007-08-07","2007-08-07","full_date",1,131720,"trapnight_reported","Apodemus flavicollis","Apodemus","2007-08-07","david_54250","Orthohantavirus dobravaense","Orthohantavirus dobravaense","3052477",1,0,1,NA,"DOBV",NA,0.470676898956299,0.392888575792313,129.0048828125,0.00935487262904644,0.941707611083984,NA,184.863536159072,4.3454556017651,FALSE,10.9758,45.9936,1182.42370361331,113.484879721364,TRUE
"8499",44361,"david_43800 david_307","Apodemus flavicollis","Apodemus","Rodentia","Mammalia",2437756,"ITA","valid","adm3","ITA.17_1","ITA.17.2_1","ITA.17.2.50_1","2007-08-07","2007-08-07","full_date",1,131720,"trapnight_reported","Apodemus flavicollis","Apodemus","2007-08-07","david_54251","Orthohantavirus dobravaense","Orthohantavirus dobravaense","3052477",1,0,1,NA,"DOBV",NA,0.470676898956299,0.392888575792313,129.0048828125,0.00935487262904644,0.941707611083984,NA,184.863536159072,4.3454556017651,FALSE,10.9758,45.9936,1182.42370361331,113.484879721364,TRUE
"8500",44362,"david_43801 david_307","Apodemus flavicollis","Apodemus","Rodentia","Mammalia",2437756,"ITA","valid","adm3","ITA.17_1","ITA.17.2_1","ITA.17.2.50_1","2007-08-21","2007-08-21","full_date",1,131720,"trapnight_reported","Apodemus flavicollis","Apodemus","2007-08-21","david_54252","Orthohantavirus dobravaense","Orthohantavirus dobravaense","3052477",1,0,1,NA,"DOBV",NA,0.470676898956299,0.392888575792313,129.0048828125,0.00935487262904644,0.941707611083984,NA,184.863536159072,4.3454556017651,FALSE,10.9758,45.9936,1182.42370361331,113.484879721364,TRUE
"8501",44363,"david_43802 david_307","Apodemus flavicollis","Apodemus","Rodentia","Mammalia",2437756,"ITA","valid","adm3","ITA.17_1","ITA.17.2_1","ITA.17.2.50_1","2007-09-05","2007-09-05","full_date",1,131720,"trapnight_reported","Apodemus flavicollis","Apodemus","2007-09-05","david_54253","Orthohantavirus dobravaense","Orthohantavirus dobravaense","3052477",1,0,1,NA,"DOBV",NA,0.470676898956299,0.392888575792313,129.0048828125,0.00935487262904644,0.941707611083984,NA,184.863536159072,4.3454556017651,FALSE,10.9758,45.9936,1182.42370361331,113.484879721364,TRUE
