"","X","id.s","host_species","host_genus","host_order","host_class","gbif_id","iso3c","coord_status","coordinate_resolution_processed","gadm_adm1","gadm_adm2","gadm_adm3","start_date","end_date","temporal_resolution","number_of_hosts","trap_nights_clean","trap_nights_status","host_species_original","host_genus_original","event_date_raw","pathogen_record_id","pathogen_species_cleaned","pathogen_species_ncbi","ncbi_id","number_tested","number_positive","number_negative","number_inconclusive","pathogen_species_original","note","mean","Mahalanobis_dist","Marginality","Specificity","Suitability","mean.1","Centroid_d","Boundary_d","in_range_d","bp_X","bp_Y","Centroid_r","Boundary_r","in_range_r"
"5759",40756,"david_41152 david_307","Apodemus flavicollis","Apodemus","Rodentia","Mammalia",2437756,"ITA","valid","adm3","ITA.17_1","ITA.17.2_1","ITA.17.2.50_1","2002-07-17","2002-07-17","full_date",1,131720,"trapnight_reported","Apodemus flavicollis","Apodemus","2002-07-17","david_51603","Orthohantavirus dobravaense","Orthohantavirus dobravaense","3052477",1,0,1,NA,"DOBV",NA,0.470676898956299,0.392888575792313,129.0048828125,0.00935487262904644,0.941707611083984,NA,184.863536159072,4.3454556017651,FALSE,10.9758,45.9936,1182.42370361331,113.484879721364,TRUE
"5760",40757,"david_41153 david_307","Apodemus flavicollis","Apodemus","Rodentia","Mammalia",2437756,"ITA","valid","adm3","ITA.17_1","ITA.17.2_1","ITA.17.2.50_1","2002-07-17","2002-07-17","full_date",1,131720,"trapnight_reported","Apodemus flavicollis","Apodemus","2002-07-17","david_51604","Orthohantavirus dobravaense","Orthohantavirus dobravaense","3052477",1,0,1,NA,"DOBV",NA,0.470676898956299,0.392888575792313,129.0048828125,0.00935487262904644,0.941707611083984,NA,184.863536159072,4.3454556017651,FALSE,10.9758,45.9936,1182.42370361331,113.484879721364,TRUE
"5761",40758,"david_41154 david_307","Apodemus flavicollis","Apodemus","Rodentia","Mammalia",2437756,"ITA","valid","adm3","ITA.17_1","ITA.17.2_1","ITA.17.2.50_1","2002-08-28","2002-08-28","full_date",1,131720,"trapnight_reported","Apodemus flavicollis","Apodemus","2002-08-28","david_51605","Orthohantavirus dobravaense","Orthohantavirus dobravaense","3052477",1,0,1,NA,"DOBV",NA,0.470676898956299,0.392888575792313,129.0048828125,0.00935487262904644,0.941707611083984,NA,184.863536159072,4.3454556017651,FALSE,10.9758,45.9936,1182.42370361331,113.484879721364,TRUE
"5762",40759,"david_41155 david_307","Apodemus flavicollis","Apodemus","Rodentia","Mammalia",2437756,"ITA","valid","adm3","ITA.17_1","ITA.17.2_1","ITA.17.2.50_1","2002-09-10","2002-09-10","full_date",1,131720,"trapnight_reported","Apodemus flavicollis","Apodemus","2002-09-10","david_51606","Orthohantavirus dobravaense","Orthohantavirus dobravaense","3052477",1,0,1,NA,"DOBV",NA,0.470676898956299,0.392888575792313,129.0048828125,0.00935487262904644,0.941707611083984,NA,184.863536159072,4.3454556017651,FALSE,10.9758,45.9936,1182.42370361331,113.484879721364,TRUE
"5763",40760,"david_41156 david_307","Apodemus flavicollis","Apodemus","Rodentia","Mammalia",2437756,"ITA","valid","adm3","ITA.17_1","ITA.17.2_1","ITA.17.2.50_1","2002-07-17","2002-07-17","full_date",1,131720,"trapnight_reported","Apodemus flavicollis","Apodemus","2002-07-17","david_51607","Orthohantavirus dobravaense","Orthohantavirus dobravaense","3052477",1,0,1,NA,"DOBV",NA,0.470676898956299,0.392888575792313,129.0048828125,0.00935487262904644,0.941707611083984,NA,184.863536159072,4.3454556017651,FALSE,10.9758,45.9936,1182.42370361331,113.484879721364,TRUE
"5764",40761,"david_41157 david_307","Apodemus flavicollis","Apodemus","Rodentia","Mammalia",2437756,"ITA","valid","adm3","ITA.17_1","ITA.17.2_1","ITA.17.2.50_1","2002-07-17","2002-07-17","full_date",1,131720,"trapnight_reported","Apodemus flavicollis","Apodemus","2002-07-17","david_51608","Orthohantavirus dobravaense","Orthohantavirus dobravaense","3052477",1,0,1,NA,"DOBV",NA,0.470676898956299,0.392888575792313,129.0048828125,0.00935487262904644,0.941707611083984,NA,184.863536159072,4.3454556017651,FALSE,10.9758,45.9936,1182.42370361331,113.484879721364,TRUE
"5765",40762,"david_41158 david_307","Apodemus flavicollis","Apodemus","Rodentia","Mammalia",2437756,"ITA","valid","adm3","ITA.17_1","ITA.17.2_1","ITA.17.2.50_1","2002-07-30","2002-07-30","full_date",1,131720,"trapnight_reported","Apodemus flavicollis","Apodemus","2002-07-30","david_51609","Orthohantavirus dobravaense","Orthohantavirus dobravaense","3052477",1,0,1,NA,"DOBV",NA,0.470676898956299,0.392888575792313,129.0048828125,0.00935487262904644,0.941707611083984,NA,184.863536159072,4.3454556017651,FALSE,10.9758,45.9936,1182.42370361331,113.484879721364,TRUE
"5766",40763,"david_41159 david_307","Apodemus flavicollis","Apodemus","Rodentia","Mammalia",2437756,"ITA","valid","adm3","ITA.17_1","ITA.17.2_1","ITA.17.2.50_1","2002-08-13","2002-08-13","full_date",1,131720,"trapnight_reported","Apodemus flavicollis","Apodemus","2002-08-13","david_51610","Orthohantavirus dobravaense","Orthohantavirus dobravaense","3052477",1,0,1,NA,"DOBV",NA,0.470676898956299,0.392888575792313,129.0048828125,0.00935487262904644,0.941707611083984,NA,184.863536159072,4.3454556017651,FALSE,10.9758,45.9936,1182.42370361331,113.484879721364,TRUE
"5767",40766,"david_41160 david_307","Apodemus flavicollis","Apodemus","Rodentia","Mammalia",2437756,"ITA","valid","adm3","ITA.17_1","ITA.17.2_1","ITA.17.2.50_1","2002-08-27","2002-08-27","full_date",1,131720,"trapnight_reported","Apodemus flavicollis","Apodemus","2002-08-27","david_51611","Orthohantavirus dobravaense","Orthohantavirus dobravaense","3052477",1,0,1,NA,"DOBV",NA,0.470676898956299,0.392888575792313,129.0048828125,0.00935487262904644,0.941707611083984,NA,184.863536159072,4.3454556017651,FALSE,10.9758,45.9936,1182.42370361331,113.484879721364,TRUE
"5768",40767,"david_41161 david_307","Apodemus flavicollis","Apodemus","Rodentia","Mammalia",2437756,"ITA","valid","adm3","ITA.17_1","ITA.17.2_1","ITA.17.2.50_1","2002-09-10","2002-09-10","full_date",1,131720,"trapnight_reported","Apodemus flavicollis","Apodemus","2002-09-10","david_51612","Orthohantavirus dobravaense","Orthohantavirus dobravaense","3052477",1,0,1,NA,"DOBV",NA,0.470676898956299,0.392888575792313,129.0048828125,0.00935487262904644,0.941707611083984,NA,184.863536159072,4.3454556017651,FALSE,10.9758,45.9936,1182.42370361331,113.484879721364,TRUE
"5769",40768,"david_41162 david_307","Apodemus flavicollis","Apodemus","Rodentia","Mammalia",2437756,"ITA","valid","adm3","ITA.17_1","ITA.17.2_1","ITA.17.2.50_1","2002-07-30","2002-07-30","full_date",1,131720,"trapnight_reported","Apodemus flavicollis","Apodemus","2002-07-30","david_51613","Orthohantavirus dobravaense","Orthohantavirus dobravaense","3052477",1,0,1,NA,"DOBV",NA,0.470676898956299,0.392888575792313,129.0048828125,0.00935487262904644,0.941707611083984,NA,184.863536159072,4.3454556017651,FALSE,10.9758,45.9936,1182.42370361331,113.484879721364,TRUE
"5770",40769,"david_41163 david_307","Apodemus flavicollis","Apodemus","Rodentia","Mammalia",2437756,"ITA","valid","adm3","ITA.17_1","ITA.17.2_1","ITA.17.2.50_1","2002-07-30","2002-07-30","full_date",1,131720,"trapnight_reported","Apodemus flavicollis","Apodemus","2002-07-30","david_51614","Orthohantavirus dobravaense","Orthohantavirus dobravaense","3052477",1,0,1,NA,"DOBV",NA,0.470676898956299,0.392888575792313,129.0048828125,0.00935487262904644,0.941707611083984,NA,184.863536159072,4.3454556017651,FALSE,10.9758,45.9936,1182.42370361331,113.484879721364,TRUE
"5771",40770,"david_41164 david_307","Apodemus flavicollis","Apodemus","Rodentia","Mammalia",2437756,"ITA","valid","adm3","ITA.17_1","ITA.17.2_1","ITA.17.2.50_1","2002-08-13","2002-08-13","full_date",1,131720,"trapnight_reported","Apodemus flavicollis","Apodemus","2002-08-13","david_51615","Orthohantavirus dobravaense","Orthohantavirus dobravaense","3052477",1,0,1,NA,"DOBV",NA,0.470676898956299,0.392888575792313,129.0048828125,0.00935487262904644,0.941707611083984,NA,184.863536159072,4.3454556017651,FALSE,10.9758,45.9936,1182.42370361331,113.484879721364,TRUE
"5772",40771,"david_41165 david_307","Apodemus flavicollis","Apodemus","Rodentia","Mammalia",2437756,"ITA","valid","adm3","ITA.17_1","ITA.17.2_1","ITA.17.2.50_1","2002-07-30","2002-07-30","full_date",1,131720,"trapnight_reported","Apodemus flavicollis","Apodemus","2002-07-30","david_51616","Orthohantavirus dobravaense","Orthohantavirus dobravaense","3052477",1,0,1,NA,"DOBV",NA,0.470676898956299,0.392888575792313,129.0048828125,0.00935487262904644,0.941707611083984,NA,184.863536159072,4.3454556017651,FALSE,10.9758,45.9936,1182.42370361331,113.484879721364,TRUE
"5773",40772,"david_41166 david_307","Apodemus flavicollis","Apodemus","Rodentia","Mammalia",2437756,"ITA","valid","adm3","ITA.17_1","ITA.17.2_1","ITA.17.2.50_1","2002-08-13","2002-08-13","full_date",1,131720,"trapnight_reported","Apodemus flavicollis","Apodemus","2002-08-13","david_51617","Orthohantavirus dobravaense","Orthohantavirus dobravaense","3052477",1,0,1,NA,"DOBV",NA,0.470676898956299,0.392888575792313,129.0048828125,0.00935487262904644,0.941707611083984,NA,184.863536159072,4.3454556017651,FALSE,10.9758,45.9936,1182.42370361331,113.484879721364,TRUE
"5774",40773,"david_41167 david_307","Apodemus flavicollis","Apodemus","Rodentia","Mammalia",2437756,"ITA","valid","adm3","ITA.17_1","ITA.17.2_1","ITA.17.2.50_1","2002-09-11","2002-09-11","full_date",1,131720,"trapnight_reported","Apodemus flavicollis","Apodemus","2002-09-11","david_51618","Orthohantavirus dobravaense","Orthohantavirus dobravaense","3052477",1,0,1,NA,"DOBV",NA,0.470676898956299,0.392888575792313,129.0048828125,0.00935487262904644,0.941707611083984,NA,184.863536159072,4.3454556017651,FALSE,10.9758,45.9936,1182.42370361331,113.484879721364,TRUE
"5775",40774,"david_41168 david_307","Apodemus flavicollis","Apodemus","Rodentia","Mammalia",2437756,"ITA","valid","adm3","ITA.17_1","ITA.17.2_1","ITA.17.2.50_1","2002-07-30","2002-07-30","full_date",1,131720,"trapnight_reported","Apodemus flavicollis","Apodemus","2002-07-30","david_51619","Orthohantavirus dobravaense","Orthohantavirus dobravaense","3052477",1,0,1,NA,"DOBV",NA,0.470676898956299,0.392888575792313,129.0048828125,0.00935487262904644,0.941707611083984,NA,184.863536159072,4.3454556017651,FALSE,10.9758,45.9936,1182.42370361331,113.484879721364,TRUE
"5776",40775,"david_41169 david_307","Apodemus flavicollis","Apodemus","Rodentia","Mammalia",2437756,"ITA","valid","adm3","ITA.17_1","ITA.17.2_1","ITA.17.2.50_1","2002-08-13","2002-08-13","full_date",1,131720,"trapnight_reported","Apodemus flavicollis","Apodemus","2002-08-13","david_51620","Orthohantavirus dobravaense","Orthohantavirus dobravaense","3052477",1,0,1,NA,"DOBV",NA,0.470676898956299,0.392888575792313,129.0048828125,0.00935487262904644,0.941707611083984,NA,184.863536159072,4.3454556017651,FALSE,10.9758,45.9936,1182.42370361331,113.484879721364,TRUE
"5777",40778,"david_41170 david_307","Apodemus flavicollis","Apodemus","Rodentia","Mammalia",2437756,"ITA","valid","adm3","ITA.17_1","ITA.17.2_1","ITA.17.2.50_1","2002-07-30","2002-07-30","full_date",1,131720,"trapnight_reported","Apodemus flavicollis","Apodemus","2002-07-30","david_51621","Orthohantavirus dobravaense","Orthohantavirus dobravaense","3052477",1,0,1,NA,"DOBV",NA,0.470676898956299,0.392888575792313,129.0048828125,0.00935487262904644,0.941707611083984,NA,184.863536159072,4.3454556017651,FALSE,10.9758,45.9936,1182.42370361331,113.484879721364,TRUE
"5778",40779,"david_41171 david_307","Apodemus flavicollis","Apodemus","Rodentia","Mammalia",2437756,"ITA","valid","adm3","ITA.17_1","ITA.17.2_1","ITA.17.2.50_1","2002-08-13","2002-08-13","full_date",1,131720,"trapnight_reported","Apodemus flavicollis","Apodemus","2002-08-13","david_51622","Orthohantavirus dobravaense","Orthohantavirus dobravaense","3052477",1,0,1,NA,"DOBV",NA,0.470676898956299,0.392888575792313,129.0048828125,0.00935487262904644,0.941707611083984,NA,184.863536159072,4.3454556017651,FALSE,10.9758,45.9936,1182.42370361331,113.484879721364,TRUE
"5779",40780,"david_41172 david_307","Apodemus flavicollis","Apodemus","Rodentia","Mammalia",2437756,"ITA","valid","adm3","ITA.17_1","ITA.17.2_1","ITA.17.2.50_1","2002-08-27","2002-08-27","full_date",1,131720,"trapnight_reported","Apodemus flavicollis","Apodemus","2002-08-27","david_51623","Orthohantavirus dobravaense","Orthohantavirus dobravaense","3052477",1,0,1,NA,"DOBV",NA,0.470676898956299,0.392888575792313,129.0048828125,0.00935487262904644,0.941707611083984,NA,184.863536159072,4.3454556017651,FALSE,10.9758,45.9936,1182.42370361331,113.484879721364,TRUE
"5780",40781,"david_41173 david_307","Apodemus flavicollis","Apodemus","Rodentia","Mammalia",2437756,"ITA","valid","adm3","ITA.17_1","ITA.17.2_1","ITA.17.2.50_1","2002-09-10","2002-09-10","full_date",1,131720,"trapnight_reported","Apodemus flavicollis","Apodemus","2002-09-10","david_51624","Orthohantavirus dobravaense","Orthohantavirus dobravaense","3052477",1,0,1,NA,"DOBV",NA,0.470676898956299,0.392888575792313,129.0048828125,0.00935487262904644,0.941707611083984,NA,184.863536159072,4.3454556017651,FALSE,10.9758,45.9936,1182.42370361331,113.484879721364,TRUE
"5781",40782,"david_41174 david_307","Apodemus flavicollis","Apodemus","Rodentia","Mammalia",2437756,"ITA","valid","adm3","ITA.17_1","ITA.17.2_1","ITA.17.2.50_1","2003-01-28","2003-01-28","full_date",1,131720,"trapnight_reported","Apodemus flavicollis","Apodemus","2003-01-28","david_51625","Orthohantavirus dobravaense","Orthohantavirus dobravaense","3052477",1,0,1,NA,"DOBV",NA,0.470676898956299,0.392888575792313,129.0048828125,0.00935487262904644,0.941707611083984,NA,184.863536159072,4.3454556017651,FALSE,10.9758,45.9936,1182.42370361331,113.484879721364,TRUE
"5782",40783,"david_41175 david_307","Apodemus flavicollis","Apodemus","Rodentia","Mammalia",2437756,"ITA","valid","adm3","ITA.17_1","ITA.17.2_1","ITA.17.2.50_1","2002-07-30","2002-07-30","full_date",1,131720,"trapnight_reported","Apodemus flavicollis","Apodemus","2002-07-30","david_51626","Orthohantavirus dobravaense","Orthohantavirus dobravaense","3052477",1,0,1,NA,"DOBV",NA,0.470676898956299,0.392888575792313,129.0048828125,0.00935487262904644,0.941707611083984,NA,184.863536159072,4.3454556017651,FALSE,10.9758,45.9936,1182.42370361331,113.484879721364,TRUE
"5783",40784,"david_41176 david_307","Apodemus flavicollis","Apodemus","Rodentia","Mammalia",2437756,"ITA","valid","adm3","ITA.17_1","ITA.17.2_1","ITA.17.2.50_1","2002-08-13","2002-08-13","full_date",1,131720,"trapnight_reported","Apodemus flavicollis","Apodemus","2002-08-13","david_51627","Orthohantavirus dobravaense","Orthohantavirus dobravaense","3052477",1,0,1,NA,"DOBV",NA,0.470676898956299,0.392888575792313,129.0048828125,0.00935487262904644,0.941707611083984,NA,184.863536159072,4.3454556017651,FALSE,10.9758,45.9936,1182.42370361331,113.484879721364,TRUE
"5784",40785,"david_41177 david_307","Apodemus flavicollis","Apodemus","Rodentia","Mammalia",2437756,"ITA","valid","adm3","ITA.17_1","ITA.17.2_1","ITA.17.2.50_1","2002-07-30","2002-07-30","full_date",1,131720,"trapnight_reported","Apodemus flavicollis","Apodemus","2002-07-30","david_51628","Orthohantavirus dobravaense","Orthohantavirus dobravaense","3052477",1,0,1,NA,"DOBV",NA,0.470676898956299,0.392888575792313,129.0048828125,0.00935487262904644,0.941707611083984,NA,184.863536159072,4.3454556017651,FALSE,10.9758,45.9936,1182.42370361331,113.484879721364,TRUE
"5785",40786,"david_41178 david_307","Apodemus flavicollis","Apodemus","Rodentia","Mammalia",2437756,"ITA","valid","adm3","ITA.17_1","ITA.17.2_1","ITA.17.2.50_1","2002-08-13","2002-08-13","full_date",1,131720,"trapnight_reported","Apodemus flavicollis","Apodemus","2002-08-13","david_51629","Orthohantavirus dobravaense","Orthohantavirus dobravaense","3052477",1,0,1,NA,"DOBV",NA,0.470676898956299,0.392888575792313,129.0048828125,0.00935487262904644,0.941707611083984,NA,184.863536159072,4.3454556017651,FALSE,10.9758,45.9936,1182.42370361331,113.484879721364,TRUE
"5786",40787,"david_41179 david_307","Apodemus flavicollis","Apodemus","Rodentia","Mammalia",2437756,"ITA","valid","adm3","ITA.17_1","ITA.17.2_1","ITA.17.2.50_1","2002-07-30","2002-07-30","full_date",1,131720,"trapnight_reported","Apodemus flavicollis","Apodemus","2002-07-30","david_51630","Orthohantavirus dobravaense","Orthohantavirus dobravaense","3052477",1,0,1,NA,"DOBV",NA,0.470676898956299,0.392888575792313,129.0048828125,0.00935487262904644,0.941707611083984,NA,184.863536159072,4.3454556017651,FALSE,10.9758,45.9936,1182.42370361331,113.484879721364,TRUE
"5787",40790,"david_41180 david_307","Apodemus flavicollis","Apodemus","Rodentia","Mammalia",2437756,"ITA","valid","adm3","ITA.17_1","ITA.17.2_1","ITA.17.2.50_1","2002-08-13","2002-08-13","full_date",1,131720,"trapnight_reported","Apodemus flavicollis","Apodemus","2002-08-13","david_51631","Orthohantavirus dobravaense","Orthohantavirus dobravaense","3052477",1,0,1,NA,"DOBV",NA,0.470676898956299,0.392888575792313,129.0048828125,0.00935487262904644,0.941707611083984,NA,184.863536159072,4.3454556017651,FALSE,10.9758,45.9936,1182.42370361331,113.484879721364,TRUE
"5788",40791,"david_41181 david_307","Apodemus flavicollis","Apodemus","Rodentia","Mammalia",2437756,"ITA","valid","adm3","ITA.17_1","ITA.17.2_1","ITA.17.2.50_1","2002-08-27","2002-08-27","full_date",1,131720,"trapnight_reported","Apodemus flavicollis","Apodemus","2002-08-27","david_51632","Orthohantavirus dobravaense","Orthohantavirus dobravaense","3052477",1,0,1,NA,"DOBV",NA,0.470676898956299,0.392888575792313,129.0048828125,0.00935487262904644,0.941707611083984,NA,184.863536159072,4.3454556017651,FALSE,10.9758,45.9936,1182.42370361331,113.484879721364,TRUE
"5789",40792,"david_41182 david_307","Apodemus flavicollis","Apodemus","Rodentia","Mammalia",2437756,"ITA","valid","adm3","ITA.17_1","ITA.17.2_1","ITA.17.2.50_1","2002-09-10","2002-09-10","full_date",1,131720,"trapnight_reported","Apodemus flavicollis","Apodemus","2002-09-10","david_51633","Orthohantavirus dobravaense","Orthohantavirus dobravaense","3052477",1,0,1,NA,"DOBV",NA,0.470676898956299,0.392888575792313,129.0048828125,0.00935487262904644,0.941707611083984,NA,184.863536159072,4.3454556017651,FALSE,10.9758,45.9936,1182.42370361331,113.484879721364,TRUE
"5790",40793,"david_41183 david_307","Apodemus flavicollis","Apodemus","Rodentia","Mammalia",2437756,"ITA","valid","adm3","ITA.17_1","ITA.17.2_1","ITA.17.2.50_1","2002-07-31","2002-07-31","full_date",1,131720,"trapnight_reported","Apodemus flavicollis","Apodemus","2002-07-31","david_51634","Orthohantavirus dobravaense","Orthohantavirus dobravaense","3052477",1,0,1,NA,"DOBV",NA,0.470676898956299,0.392888575792313,129.0048828125,0.00935487262904644,0.941707611083984,NA,184.863536159072,4.3454556017651,FALSE,10.9758,45.9936,1182.42370361331,113.484879721364,TRUE
"5791",40794,"david_41184 david_307","Apodemus flavicollis","Apodemus","Rodentia","Mammalia",2437756,"ITA","valid","adm3","ITA.17_1","ITA.17.2_1","ITA.17.2.50_1","2002-07-31","2002-07-31","full_date",1,131720,"trapnight_reported","Apodemus flavicollis","Apodemus","2002-07-31","david_51635","Orthohantavirus dobravaense","Orthohantavirus dobravaense","3052477",1,0,1,NA,"DOBV",NA,0.470676898956299,0.392888575792313,129.0048828125,0.00935487262904644,0.941707611083984,NA,184.863536159072,4.3454556017651,FALSE,10.9758,45.9936,1182.42370361331,113.484879721364,TRUE
"5792",40795,"david_41185 david_307","Apodemus flavicollis","Apodemus","Rodentia","Mammalia",2437756,"ITA","valid","adm3","ITA.17_1","ITA.17.2_1","ITA.17.2.50_1","2002-07-31","2002-07-31","full_date",1,131720,"trapnight_reported","Apodemus flavicollis","Apodemus","2002-07-31","david_51636","Orthohantavirus dobravaense","Orthohantavirus dobravaense","3052477",1,0,1,NA,"DOBV",NA,0.470676898956299,0.392888575792313,129.0048828125,0.00935487262904644,0.941707611083984,NA,184.863536159072,4.3454556017651,FALSE,10.9758,45.9936,1182.42370361331,113.484879721364,TRUE
"5793",40796,"david_41186 david_307","Apodemus flavicollis","Apodemus","Rodentia","Mammalia",2437756,"ITA","valid","adm3","ITA.17_1","ITA.17.2_1","ITA.17.2.50_1","2002-08-14","2002-08-14","full_date",1,131720,"trapnight_reported","Apodemus flavicollis","Apodemus","2002-08-14","david_51637","Orthohantavirus dobravaense","Orthohantavirus dobravaense","3052477",1,0,1,NA,"DOBV",NA,0.470676898956299,0.392888575792313,129.0048828125,0.00935487262904644,0.941707611083984,NA,184.863536159072,4.3454556017651,FALSE,10.9758,45.9936,1182.42370361331,113.484879721364,TRUE
"5794",40797,"david_41187 david_307","Apodemus flavicollis","Apodemus","Rodentia","Mammalia",2437756,"ITA","valid","adm3","ITA.17_1","ITA.17.2_1","ITA.17.2.50_1","2002-08-13","2002-08-13","full_date",1,131720,"trapnight_reported","Apodemus flavicollis","Apodemus","2002-08-13","david_51638","Orthohantavirus dobravaense","Orthohantavirus dobravaense","3052477",1,0,1,NA,"DOBV",NA,0.470676898956299,0.392888575792313,129.0048828125,0.00935487262904644,0.941707611083984,NA,184.863536159072,4.3454556017651,FALSE,10.9758,45.9936,1182.42370361331,113.484879721364,TRUE
"5795",40798,"david_41188 david_307","Apodemus flavicollis","Apodemus","Rodentia","Mammalia",2437756,"ITA","valid","adm3","ITA.17_1","ITA.17.2_1","ITA.17.2.50_1","2002-08-13","2002-08-13","full_date",1,131720,"trapnight_reported","Apodemus flavicollis","Apodemus","2002-08-13","david_51639","Orthohantavirus dobravaense","Orthohantavirus dobravaense","3052477",1,0,1,NA,"DOBV",NA,0.470676898956299,0.392888575792313,129.0048828125,0.00935487262904644,0.941707611083984,NA,184.863536159072,4.3454556017651,FALSE,10.9758,45.9936,1182.42370361331,113.484879721364,TRUE
"5796",40799,"david_41189 david_307","Apodemus flavicollis","Apodemus","Rodentia","Mammalia",2437756,"ITA","valid","adm3","ITA.17_1","ITA.17.2_1","ITA.17.2.50_1","2002-08-13","2002-08-13","full_date",1,131720,"trapnight_reported","Apodemus flavicollis","Apodemus","2002-08-13","david_51640","Orthohantavirus dobravaense","Orthohantavirus dobravaense","3052477",1,0,1,NA,"DOBV",NA,0.470676898956299,0.392888575792313,129.0048828125,0.00935487262904644,0.941707611083984,NA,184.863536159072,4.3454556017651,FALSE,10.9758,45.9936,1182.42370361331,113.484879721364,TRUE
"5797",40802,"david_41190 david_307","Apodemus flavicollis","Apodemus","Rodentia","Mammalia",2437756,"ITA","valid","adm3","ITA.17_1","ITA.17.2_1","ITA.17.2.50_1","2002-08-14","2002-08-14","full_date",1,131720,"trapnight_reported","Apodemus flavicollis","Apodemus","2002-08-14","david_51641","Orthohantavirus dobravaense","Orthohantavirus dobravaense","3052477",1,0,1,NA,"DOBV",NA,0.470676898956299,0.392888575792313,129.0048828125,0.00935487262904644,0.941707611083984,NA,184.863536159072,4.3454556017651,FALSE,10.9758,45.9936,1182.42370361331,113.484879721364,TRUE
"5798",40803,"david_41191 david_307","Apodemus flavicollis","Apodemus","Rodentia","Mammalia",2437756,"ITA","valid","adm3","ITA.17_1","ITA.17.2_1","ITA.17.2.50_1","2002-08-28","2002-08-28","full_date",1,131720,"trapnight_reported","Apodemus flavicollis","Apodemus","2002-08-28","david_51642","Orthohantavirus dobravaense","Orthohantavirus dobravaense","3052477",1,0,1,NA,"DOBV",NA,0.470676898956299,0.392888575792313,129.0048828125,0.00935487262904644,0.941707611083984,NA,184.863536159072,4.3454556017651,FALSE,10.9758,45.9936,1182.42370361331,113.484879721364,TRUE
"5799",40804,"david_41192 david_307","Apodemus flavicollis","Apodemus","Rodentia","Mammalia",2437756,"ITA","valid","adm3","ITA.17_1","ITA.17.2_1","ITA.17.2.50_1","2002-09-10","2002-09-10","full_date",1,131720,"trapnight_reported","Apodemus flavicollis","Apodemus","2002-09-10","david_51643","Orthohantavirus dobravaense","Orthohantavirus dobravaense","3052477",1,0,1,NA,"DOBV",NA,0.470676898956299,0.392888575792313,129.0048828125,0.00935487262904644,0.941707611083984,NA,184.863536159072,4.3454556017651,FALSE,10.9758,45.9936,1182.42370361331,113.484879721364,TRUE
"5800",40805,"david_41193 david_307","Apodemus flavicollis","Apodemus","Rodentia","Mammalia",2437756,"ITA","valid","adm3","ITA.17_1","ITA.17.2_1","ITA.17.2.50_1","2002-09-24","2002-09-24","full_date",1,131720,"trapnight_reported","Apodemus flavicollis","Apodemus","2002-09-24","david_51644","Orthohantavirus dobravaense","Orthohantavirus dobravaense","3052477",1,0,1,NA,"DOBV",NA,0.470676898956299,0.392888575792313,129.0048828125,0.00935487262904644,0.941707611083984,NA,184.863536159072,4.3454556017651,FALSE,10.9758,45.9936,1182.42370361331,113.484879721364,TRUE
"5801",40806,"david_41194 david_307","Apodemus flavicollis","Apodemus","Rodentia","Mammalia",2437756,"ITA","valid","adm3","ITA.17_1","ITA.17.2_1","ITA.17.2.50_1","2002-10-08","2002-10-08","full_date",1,131720,"trapnight_reported","Apodemus flavicollis","Apodemus","2002-10-08","david_51645","Orthohantavirus dobravaense","Orthohantavirus dobravaense","3052477",1,0,1,NA,"DOBV",NA,0.470676898956299,0.392888575792313,129.0048828125,0.00935487262904644,0.941707611083984,NA,184.863536159072,4.3454556017651,FALSE,10.9758,45.9936,1182.42370361331,113.484879721364,TRUE
"5802",40807,"david_41195 david_307","Apodemus flavicollis","Apodemus","Rodentia","Mammalia",2437756,"ITA","valid","adm3","ITA.17_1","ITA.17.2_1","ITA.17.2.50_1","2002-08-14","2002-08-14","full_date",1,131720,"trapnight_reported","Apodemus flavicollis","Apodemus","2002-08-14","david_51646","Orthohantavirus dobravaense","Orthohantavirus dobravaense","3052477",1,0,1,NA,"DOBV",NA,0.470676898956299,0.392888575792313,129.0048828125,0.00935487262904644,0.941707611083984,NA,184.863536159072,4.3454556017651,FALSE,10.9758,45.9936,1182.42370361331,113.484879721364,TRUE
"5803",40808,"david_41196 david_307","Apodemus flavicollis","Apodemus","Rodentia","Mammalia",2437756,"ITA","valid","adm3","ITA.17_1","ITA.17.2_1","ITA.17.2.50_1","2002-08-14","2002-08-14","full_date",1,131720,"trapnight_reported","Apodemus flavicollis","Apodemus","2002-08-14","david_51647","Orthohantavirus dobravaense","Orthohantavirus dobravaense","3052477",1,0,1,NA,"DOBV",NA,0.470676898956299,0.392888575792313,129.0048828125,0.00935487262904644,0.941707611083984,NA,184.863536159072,4.3454556017651,FALSE,10.9758,45.9936,1182.42370361331,113.484879721364,TRUE
"5804",40809,"david_41197 david_307","Apodemus flavicollis","Apodemus","Rodentia","Mammalia",2437756,"ITA","valid","adm3","ITA.17_1","ITA.17.2_1","ITA.17.2.50_1","2002-08-27","2002-08-27","full_date",1,131720,"trapnight_reported","Apodemus flavicollis","Apodemus","2002-08-27","david_51648","Orthohantavirus dobravaense","Orthohantavirus dobravaense","3052477",1,0,1,NA,"DOBV",NA,0.470676898956299,0.392888575792313,129.0048828125,0.00935487262904644,0.941707611083984,NA,184.863536159072,4.3454556017651,FALSE,10.9758,45.9936,1182.42370361331,113.484879721364,TRUE
