"","elpd_diff","se_diff","elpd_loo","se_elpd_loo","p_loo","se_p_loo","looic","se_looic"
"m1centroid_raw_spatial",-6.73128397950935,3.62658744101096,-2324.83954775542,68.1919276308522,48.8454360377409,2.70378372704137,4649.67909551085,136.383855261704
"m1spec_raw_spatial",-6.81263941316593,3.65052045590997,-2324.92090318908,68.2219621624533,49.0016561862625,2.75758819458539,4649.84180637816,136.443924324907
"m1centroid_within_spatial",-6.94257229081044,3.64581603700564,-2325.05083606673,68.1998727728953,49.028162902588,2.74442013419777,4650.10167213345,136.399745545791
"m2marg_spec_raw_interaction_spatial",-7.13348301176067,3.03996084123407,-2325.24174678768,68.2498877328844,51.2634191064908,2.87069395371381,4650.48349357536,136.499775465769
"m0_spatial",-7.16455153044711,3.62750248696182,-2325.27281530636,68.1610140884752,48.4376944959658,2.68434241285376,4650.54563061273,136.32202817695
"m1prob_raw_spatial",-7.78163359291446,3.79362229469686,-2325.88989736883,68.1522941027904,48.6599269670291,2.68944514332781,4651.77979473766,136.304588205581
"m2centroid_boundary_within_interaction_spatial",-7.8503410069377,3.91720551367874,-2325.95860478286,68.2873737574545,52.1358716589947,2.90709254868322,4651.91720956571,136.574747514909
"m2prob_spec_within_additive_spatial",-8.50081707205646,3.93439909646953,-2326.60908084798,68.1604711200839,49.2016042586282,2.70237323862784,4653.21816169596,136.320942240168
"m2prob_spec_raw_interaction_spatial",-8.97901113957371,3.8895942013643,-2327.08727491549,68.2410485758379,49.5873079828508,2.76694629304093,4654.17454983098,136.482097151676
"m2prob_spec_raw_additive_spatial",-9.08395915411445,3.85757505248324,-2327.19222293003,68.2084217285903,49.6088996026999,2.72634121925893,4654.38444586006,136.416843457181
"m2prob_spec_within_interaction_spatial",-9.15304203066219,3.99589478696437,-2327.26130580658,68.2313667560011,50.3537927667318,2.80362207671584,4654.52261161317,136.462733512002
"m1prob_v2",-37.008687538362,8.72085912429032,-2355.11695131428,68.2578297669183,26.6216021461613,1.64239832620991,4710.23390262856,136.515659533837
"m1marg_v2",-37.3349345485968,8.44099903820441,-2355.44319832452,68.2395866410708,27.0953404464247,1.68726477497472,4710.88639664904,136.479173282142
"m2a_v2",-37.4392483318171,8.46642930078695,-2355.54751210774,68.233228258724,28.4244529864026,1.72675787835595,4711.09502421549,136.466456517448
"m2b_v2",-37.4904775222151,8.3856998508391,-2355.59874129813,68.1919594536279,29.0041023131998,1.75741021216275,4711.19748259626,136.383918907256
"m1marg",-37.5122912241466,8.40799985180718,-2355.62055500006,68.2370183266115,28.0649492088251,1.77218599419925,4711.24111000012,136.474036653223
"m1prob",-37.5795993405605,8.7026802986099,-2355.68786311649,68.2601207113086,28.1177135612286,1.76381042030612,4711.37572623297,136.520241422617
"m2c_v2",-38.2950249788945,8.4697190944289,-2356.40328875481,68.3125160836718,28.0988679719735,1.69543356133539,4712.80657750962,136.625032167344
"m0_base_bb",-38.7234978868963,8.89315380692359,-2356.83176166281,68.3283387937499,25.372568380951,1.59322502027986,4713.66352332562,136.6566775875
"m1centr",-39.0119179778812,8.85139218632165,-2357.12018175381,68.3904833959247,27.5191453449893,1.72084723530404,4714.24036350761,136.780966791849
"m1spec_v2",-39.0454724253502,8.91321001920198,-2357.15373620127,68.3671734804098,26.6719457733739,1.64650140084113,4714.30747240254,136.73434696082
"m2d_v2",-39.1696663936529,8.57920876024954,-2357.27793016956,68.3783674862908,28.9774571650825,1.71857544522468,4714.55586033912,136.756734972582
"m1centr_v2",-39.1882197930719,8.88920309709958,-2357.296483569,68.4214954456025,26.7987577282078,1.64845426182669,4714.59296713799,136.842990891205
"m0_beta_binom",-39.3481599750907,8.8515001520721,-2357.456423751,68.3294778953421,26.9196172770435,1.70973525549716,4714.912847502,136.658955790684
"m1spec",-39.483015893513,8.8664278627501,-2357.59127966943,68.3887641953062,27.863293924263,1.75112002169817,4715.18255933886,136.777528390612
"m1suit",-40.0126128981124,8.89020361016768,-2358.12087667403,68.3993238500145,27.6533672993607,1.72200399681396,4716.24175334806,136.798647700029
"m1suit_v2",-40.017970600622,8.9316180810266,-2358.12623437654,68.3888423839831,26.5988032677892,1.63405684576641,4716.25246875308,136.777684767966
"m1bound_v2",-40.2537092661151,8.99555145722337,-2358.36197304203,68.3779835045007,26.990364775468,1.64923089658971,4716.72394608407,136.755967009001
"m1bound",-40.2710563045087,8.93876724001046,-2358.37932008042,68.3984472337099,27.949666252112,1.75698579033888,4716.75864016085,136.79689446742
"m0_base",-2229.81444046703,339.724359547764,-4547.92270424291,371.428093579419,235.961362249726,51.5431388972973,9095.84540848582,742.856187158837
"m0_controls",-2231.09998912822,337.671305873425,-4549.20825290414,369.66461666755,251.87294614533,54.4660495895291,9098.41650580828,739.329233335099
