"longitude","latitude","n_records","n_assays","assays_present","n_species","species_present","total_tested","has_multiple_assays"
-70.532,-33.564,2,1,"Serology",2,"Abrothrix longipilis, Abrothrix olivaceus",10,FALSE
-70.517,-33.456,1,1,"Serology",1,"Abrothrix olivaceus",1,FALSE
-70.5043,-33.4032,1,1,"Culture/molecular",1,"Oligoryzomys longicaudatus",3,FALSE
-70.454,-33.556,1,1,"Serology",1,"Oligoryzomys longicaudatus",1,FALSE
-70.35,-33.0667,1,1,"Serology",1,"Abrothrix olivaceus",14,FALSE
-70.268417599426,-37.3692505387175,1,1,"Serology",1,"Oligoryzomys longicaudatus",5,FALSE
-70.248,-33.786,1,1,"Serology",1,"Abrothrix olivaceus",1,FALSE
-70.1333,-32.8,1,1,"Serology",1,"Abrothrix olivaceus",2,FALSE
-69.7447259472519,9.03941708322629,1,1,"Serology",1,"Zygodontomys brevicauda",46,FALSE
-69.533,8.267,2,2,"Culture/molecular, Serology",1,"Zygodontomys brevicauda",21,TRUE
-69.4528530639611,8.78996647160881,1,1,"Culture/molecular",1,"Zygodontomys brevicauda",2,FALSE
-69.45,8.8,1,1,"Serology",1,"Zygodontomys brevicauda",64,FALSE
-69.4,8.7833,1,1,"Serology",1,"Zygodontomys brevicauda",15,FALSE
-69.2955,9.7416,1,1,"Serology",1,"Zygodontomys brevicauda",10,FALSE
-69.21,8.696,3,2,"Culture/molecular, Serology",1,"Zygodontomys brevicauda",192,TRUE
-69.1861,9.477,1,1,"Serology",1,"Zygodontomys brevicauda",6,FALSE
-69.186,9.477,1,1,"Culture/molecular",1,"Zygodontomys brevicauda",12,FALSE
-69.1166774327561,8.35015921822497,1,1,"Serology",1,"Zygodontomys brevicauda",5,FALSE
-69.1097705706625,-38.5956847380928,1,1,"Serology",1,"Oligoryzomys longicaudatus",2,FALSE
-69.05,8.5833,1,1,"Serology",1,"Zygodontomys brevicauda",101,FALSE
-69.0333333039179,8.61678337653497,1,1,"Serology",1,"Zygodontomys brevicauda",52,FALSE
-69.0333333039151,9.05013772960031,1,1,"Serology",1,"Zygodontomys brevicauda",46,FALSE
-69.0333,8.6167,1,1,"Serology",1,"Zygodontomys brevicauda",9,FALSE
-69.0126853848312,9.57897321126062,1,1,"Culture/molecular",1,"Zygodontomys brevicauda",2,FALSE
-69.0033,8.6891,1,1,"Serology",1,"Zygodontomys brevicauda",89,FALSE
-68.9094228753071,-43.8823084135421,1,1,"Serology",1,"Oligoryzomys longicaudatus",40,FALSE
-68.6663317268897,9.52689292099723,1,1,"Culture/molecular",1,"Zygodontomys brevicauda",3,FALSE
-68.5914392608906,-42.0660841417265,2,1,"Serology",2,"Abrothrix longipilis, Oligoryzomys longicaudatus",18,FALSE
-68.58,9.65,1,1,"Serology",1,"Zygodontomys brevicauda",38,FALSE
-68.467,9.6,1,1,"Serology",1,"Zygodontomys brevicauda",1,FALSE
-68.369615120179,8.47922732638455,1,1,"Culture/molecular",1,"Zygodontomys brevicauda",4,FALSE
-68.2239821201512,7.78302571641666,1,1,"Culture/molecular",1,"Zygodontomys brevicauda",2,FALSE
-68.0858506805956,-38.9487352605057,1,1,"Serology",1,"Oligoryzomys longicaudatus",88,FALSE
-67.463372201895,-40.4697413677255,1,1,"Serology",1,"Oligoryzomys longicaudatus",195,FALSE
-67.4339017667358,7.86705292154915,1,1,"Culture/molecular",1,"Zygodontomys brevicauda",1,FALSE
-67.2321464947827,9.05919581677006,1,1,"Culture/molecular",1,"Zygodontomys brevicauda",2,FALSE
-66.3171377311504,7.63547423235376,1,1,"Culture/molecular",1,"Zygodontomys brevicauda",1,FALSE
-64.7286929497143,-21.5348174272397,1,1,"Culture/molecular",1,"Oligoryzomys flavescens",9,FALSE
-64.33,-23.133,2,2,"Culture/molecular, Serology",1,"Oligoryzomys flavescens",4,TRUE
-62.3670311233127,-34.2302994209571,1,1,"Serology",1,"Oligoryzomys flavescens",20,FALSE
-61.7914141068114,-33.0890366084632,1,1,"Serology",1,"Oligoryzomys flavescens",7,FALSE
-61.6058970053144,-33.5992435361867,1,1,"Serology",1,"Oligoryzomys flavescens",5,FALSE
-61.1837501668552,-33.3731671839934,1,1,"Serology",1,"Oligoryzomys flavescens",6,FALSE
-61.1702417262247,-33.0452979547531,1,1,"Serology",1,"Oligoryzomys flavescens",4,FALSE
-61.1228062165236,-33.5412304894427,1,1,"Serology",1,"Oligoryzomys flavescens",9,FALSE
-60.9574534585843,-33.4863693429125,1,1,"Serology",1,"Oligoryzomys flavescens",19,FALSE
-60.95,-33.4833333333333,1,1,"Serology",1,"Oligoryzomys flavescens",359,FALSE
-60.95,-33.48,2,1,"Serology",1,"Oligoryzomys flavescens",216,FALSE
-60.8523161959456,-32.5734447160592,1,1,"Serology",1,"Oligoryzomys flavescens",16,FALSE
-60.85,-32.583,1,1,"Serology",1,"Oligoryzomys flavescens",21,FALSE
-60.705936143405,-33.265135076914,1,1,"Serology",1,"Oligoryzomys flavescens",45,FALSE
-60.6038881330091,-31.5974586677446,1,1,"Serology",1,"Oligoryzomys flavescens",20,FALSE
-60.5968476787509,-33.5992863341295,1,1,"Serology",1,"Oligoryzomys flavescens",20,FALSE
-60.5833,-33.616,1,1,"Serology",1,"Oligoryzomys flavescens",103,FALSE
-60.583,-33.916,1,1,"Serology",1,"Oligoryzomys flavescens",68,FALSE
-60.5693788625166,-33.8893619552459,1,1,"Serology",1,"Oligoryzomys flavescens",79,FALSE
-60.5166,-33.55,2,1,"Serology",1,"Oligoryzomys flavescens",196,FALSE
-60.5104620757735,-33.4947201372702,1,1,"Serology",1,"Oligoryzomys flavescens",44,FALSE
-59.8524648277828,-36.7736624924854,1,1,"Serology",1,"Oligoryzomys flavescens",3,FALSE
-59.2234608173043,-34.2900279720969,1,1,"Serology",1,"Oligoryzomys flavescens",37,FALSE
-59.2229192045701,-31.8735182226519,1,1,"Serology",1,"Oligoryzomys flavescens",243,FALSE
-58.867776,-34.175146,2,1,"Serology",2,"Oligoryzomys flavescens, Oligoryzomys nigripes",127,FALSE
-58.8,-34.1667,2,1,"Serology",2,"Oligoryzomys flavescens, Oligoryzomys nigripes",56,FALSE
-58.4214308671232,-34.6182788568536,1,1,"Serology",1,"Oligoryzomys flavescens",170,FALSE
-58.2204581353869,-32.2026976905132,1,1,"Serology",1,"Oligoryzomys flavescens",2,FALSE
-57.833333,-34.316667,1,1,"Culture/molecular",1,"Oligoryzomys flavescens",15,FALSE
-56.6880351847048,-34.5520766128259,1,1,"Serology",1,"Oligoryzomys flavescens",38,FALSE
-56.3647412684794,-34.6135829490031,1,1,"Serology",1,"Oligoryzomys flavescens",47,FALSE
-56.3073397979862,-34.7510168175423,1,1,"Serology",1,"Oligoryzomys flavescens",67,FALSE
-56.216667,-34.716667,1,1,"Culture/molecular",1,"Oligoryzomys flavescens",6,FALSE
-56.0582739728374,-34.651370916353,1,1,"Serology",1,"Oligoryzomys flavescens",42,FALSE
-56.02,-25.47,1,1,"Serology",1,"Thaptomys nigrita",1,FALSE
-55.899,-34.215,1,1,"Serology",1,"Oligoryzomys flavescens",4,FALSE
-55.5786,-24.1397,2,2,"Culture/molecular, Serology",1,"Akodon montensis",2,TRUE
-55.5419,-24.1281,3,2,"Culture/molecular, Serology",1,"Akodon montensis",7,TRUE
-55.5414,-24.1277,2,2,"Culture/molecular, Serology",1,"Akodon montensis",2,TRUE
-55.5412,-24.1277,2,2,"Culture/molecular, Serology",1,"Akodon montensis",2,TRUE
-55.5411,-24.1272,2,2,"Culture/molecular, Serology",1,"Akodon montensis",2,TRUE
-55.541,-24.1273,2,2,"Culture/molecular, Serology",1,"Akodon montensis",2,TRUE
-55.5382,-24.1318,2,2,"Culture/molecular, Serology",1,"Akodon montensis",4,TRUE
-55.538,-24.1314,2,2,"Culture/molecular, Serology",1,"Akodon montensis",2,TRUE
-55.5378,-24.1314,5,2,"Culture/molecular, Serology",3,"Akodon montensis, Hylaeamys megacephalus, Oligoryzomys nigripes",21,TRUE
-55.5376,-24.1313,2,2,"Culture/molecular, Serology",1,"Oligoryzomys nigripes",2,TRUE
-55.5375,-24.1313,2,2,"Culture/molecular, Serology",1,"Oligoryzomys nigripes",2,TRUE
-55.5371,-24.1309,4,2,"Culture/molecular, Serology",2,"Akodon montensis, Oligoryzomys nigripes",4,TRUE
-55.537,-24.1309,4,2,"Culture/molecular, Serology",2,"Akodon montensis, Hylaeamys megacephalus",4,TRUE
-55.537,-24.1308,1,1,"Serology",1,"Hylaeamys megacephalus",1,FALSE
-55.5368,-24.1304,2,2,"Culture/molecular, Serology",1,"Akodon montensis",2,TRUE
-55.5367,-24.1305,2,2,"Culture/molecular, Serology",1,"Akodon montensis",4,TRUE
-55.5367,-24.1304,2,2,"Culture/molecular, Serology",1,"Akodon montensis",6,TRUE
-55.5367,-24.1303,2,2,"Culture/molecular, Serology",1,"Akodon montensis",2,TRUE
-55.5332,-24.1356,3,1,"Serology",2,"Akodon montensis, Oligoryzomys nigripes",12,FALSE
-55.5325,-24.1356,2,2,"Culture/molecular, Serology",1,"Akodon montensis",2,TRUE
-55.5321,-24.1356,2,2,"Culture/molecular, Serology",1,"Akodon montensis",2,TRUE
-55.5319,-24.1355,2,2,"Culture/molecular, Serology",1,"Akodon montensis",2,TRUE
-55.5316,-24.1351,1,1,"Serology",1,"Akodon montensis",1,FALSE
-55.5316,-24.135,1,1,"Serology",1,"Oligoryzomys nigripes",1,FALSE
-55.5312,-24.1349,2,2,"Culture/molecular, Serology",1,"Akodon montensis",2,TRUE
-55.5311,-24.1348,2,2,"Culture/molecular, Serology",1,"Akodon montensis",2,TRUE
-55.531,-24.1348,2,2,"Culture/molecular, Serology",1,"Akodon montensis",2,TRUE
-55.5304,-24.1471,2,2,"Culture/molecular, Serology",1,"Akodon montensis",2,TRUE
-55.5304,-24.1348,2,2,"Culture/molecular, Serology",1,"Akodon montensis",2,TRUE
-55.5303,-24.1305,5,2,"Culture/molecular, Serology",3,"Akodon montensis, Hylaeamys megacephalus, Oligoryzomys nigripes",20,TRUE
-55.5301,-24.1325,2,2,"Culture/molecular, Serology",1,"Akodon montensis",2,TRUE
-55.53,-24.1312,2,2,"Culture/molecular, Serology",1,"Oligoryzomys nigripes",2,TRUE
-55.5299,-24.1321,2,2,"Culture/molecular, Serology",1,"Akodon montensis",4,TRUE
-55.5299,-24.132,2,2,"Culture/molecular, Serology",1,"Akodon montensis",4,TRUE
-55.5298,-24.1316,2,2,"Culture/molecular, Serology",1,"Akodon montensis",2,TRUE
-55.5298,-24.1315,2,2,"Culture/molecular, Serology",1,"Akodon montensis",4,TRUE
-55.5294,-24.1331,2,2,"Culture/molecular, Serology",1,"Akodon montensis",2,TRUE
-55.5292,-24.1305,3,2,"Culture/molecular, Serology",1,"Akodon montensis",3,TRUE
-55.5291,-24.1268,3,2,"Culture/molecular, Serology",1,"Akodon montensis",8,TRUE
-55.5291,-24.1262,2,2,"Culture/molecular, Serology",1,"Akodon montensis",2,TRUE
-55.529,-24.1263,2,2,"Culture/molecular, Serology",1,"Akodon montensis",2,TRUE
-55.5286,-24.1397,2,2,"Culture/molecular, Serology",1,"Akodon montensis",4,TRUE
-55.5284,-24.1382,2,2,"Culture/molecular, Serology",1,"Akodon montensis",2,TRUE
-55.5284,-24.138,1,1,"Serology",1,"Hylaeamys megacephalus",1,FALSE
-55.5284,-24.1377,2,2,"Culture/molecular, Serology",1,"Akodon montensis",4,TRUE
-55.5283,-24.1373,3,2,"Culture/molecular, Serology",2,"Akodon montensis, Hylaeamys megacephalus",4,TRUE
-55.5152,-24.1275,2,2,"Culture/molecular, Serology",1,"Akodon montensis",4,TRUE
-55.5152,-24.1274,2,2,"Culture/molecular, Serology",1,"Oligoryzomys nigripes",2,TRUE
-55.5152,-24.1273,4,2,"Culture/molecular, Serology",2,"Akodon montensis, Oligoryzomys nigripes",4,TRUE
-55.5152,-24.1272,5,2,"Culture/molecular, Serology",3,"Akodon montensis, Hylaeamys megacephalus, Oligoryzomys nigripes",11,TRUE
-55.5151,-24.1274,2,2,"Culture/molecular, Serology",1,"Akodon montensis",2,TRUE
-55.5151,-24.1273,2,2,"Culture/molecular, Serology",1,"Akodon montensis",2,TRUE
-55.515,-24.1278,4,2,"Culture/molecular, Serology",2,"Akodon montensis, Oligoryzomys nigripes",7,TRUE
-55.5149,-24.1281,2,2,"Culture/molecular, Serology",1,"Akodon montensis",2,TRUE
-55.5149,-24.1279,4,2,"Culture/molecular, Serology",2,"Akodon montensis, Oligoryzomys nigripes",6,TRUE
-55.5149,-24.1278,2,2,"Culture/molecular, Serology",1,"Akodon montensis",2,TRUE
-55.5148,-24.1281,5,2,"Culture/molecular, Serology",3,"Akodon montensis, Hylaeamys megacephalus, Oligoryzomys nigripes",49,TRUE
-55.5148,-24.128,2,2,"Culture/molecular, Serology",1,"Akodon montensis",4,TRUE
-55.5147,-24.1282,4,2,"Culture/molecular, Serology",2,"Akodon montensis, Oligoryzomys nigripes",7,TRUE
-55.5147,-24.1281,2,2,"Culture/molecular, Serology",1,"Akodon montensis",2,TRUE
-55.5146,-24.1283,4,2,"Culture/molecular, Serology",2,"Akodon montensis, Oligoryzomys nigripes",6,TRUE
-55.5146,-24.1282,2,2,"Culture/molecular, Serology",1,"Akodon montensis",2,TRUE
-55.5145,-24.1283,2,2,"Culture/molecular, Serology",1,"Akodon montensis",2,TRUE
-55.5145,-24.1282,2,2,"Culture/molecular, Serology",1,"Oligoryzomys nigripes",2,TRUE
-55.5145,-24.128,1,1,"Serology",1,"Oligoryzomys nigripes",1,FALSE
-55.5144,-24.1284,2,2,"Culture/molecular, Serology",1,"Akodon montensis",4,TRUE
-55.5143,-24.1284,2,2,"Culture/molecular, Serology",1,"Akodon montensis",6,TRUE
-55.5142,-24.1286,2,2,"Culture/molecular, Serology",1,"Akodon montensis",2,TRUE
-55.5055,-24.1238,2,2,"Culture/molecular, Serology",1,"Akodon montensis",2,TRUE
-55.5052,-24.1238,2,2,"Culture/molecular, Serology",1,"Akodon montensis",2,TRUE
-55.505,-24.1239,2,2,"Culture/molecular, Serology",1,"Oligoryzomys nigripes",2,TRUE
-55.5049,-24.1239,5,2,"Culture/molecular, Serology",3,"Akodon montensis, Hylaeamys megacephalus, Oligoryzomys nigripes",22,TRUE
-55.5048,-24.124,2,2,"Culture/molecular, Serology",1,"Akodon montensis",4,TRUE
-55.5048,-24.1239,2,2,"Culture/molecular, Serology",1,"Akodon montensis",2,TRUE
-55.5046,-24.124,2,2,"Culture/molecular, Serology",1,"Akodon montensis",2,TRUE
-55.5046,-24.1239,2,2,"Culture/molecular, Serology",1,"Akodon montensis",3,TRUE
-55.5045,-24.1239,2,2,"Culture/molecular, Serology",1,"Akodon montensis",2,TRUE
-55.5044,-24.1239,2,2,"Culture/molecular, Serology",1,"Akodon montensis",2,TRUE
-55.5043,-24.124,2,2,"Culture/molecular, Serology",1,"Akodon montensis",2,TRUE
-55.5042,-24.1237,2,2,"Culture/molecular, Serology",1,"Akodon montensis",2,TRUE
-55.5041,-24.1234,1,1,"Serology",1,"Hylaeamys megacephalus",1,FALSE
-55.5041,-24.1232,2,2,"Culture/molecular, Serology",1,"Akodon montensis",4,TRUE
-55.504,-24.1234,2,2,"Culture/molecular, Serology",1,"Akodon montensis",2,TRUE
-55.5039,-24.1233,2,2,"Culture/molecular, Serology",1,"Akodon montensis",2,TRUE
-55.5038,-24.1232,1,1,"Serology",1,"Hylaeamys megacephalus",1,FALSE
-55.5028,-24.1322,1,1,"Serology",1,"Hylaeamys megacephalus",1,FALSE
-55.5027,-24.1322,4,2,"Culture/molecular, Serology",2,"Akodon montensis, Hylaeamys megacephalus",9,TRUE
-55.5025,-24.132,2,1,"Serology",2,"Akodon montensis, Hylaeamys megacephalus",2,FALSE
-55.5024,-24.132,2,2,"Culture/molecular, Serology",1,"Akodon montensis",2,TRUE
-55.5022,-24.1319,2,2,"Culture/molecular, Serology",1,"Akodon montensis",2,TRUE
-55.5018,-24.1312,2,2,"Culture/molecular, Serology",1,"Akodon montensis",2,TRUE
-55.4662,-24.1223,2,2,"Culture/molecular, Serology",1,"Akodon montensis",4,TRUE
-55.4662,-24.1222,2,2,"Culture/molecular, Serology",1,"Akodon montensis",4,TRUE
-55.4662,-24.1221,2,2,"Culture/molecular, Serology",1,"Akodon montensis",2,TRUE
-55.4661,-24.1221,2,2,"Culture/molecular, Serology",1,"Hylaeamys megacephalus",2,TRUE
-55.4661,-24.122,2,2,"Culture/molecular, Serology",1,"Akodon montensis",4,TRUE
-55.466,-24.1219,2,2,"Culture/molecular, Serology",1,"Oligoryzomys nigripes",2,TRUE
-55.4659,-24.1219,3,2,"Culture/molecular, Serology",2,"Akodon montensis, Oligoryzomys nigripes",3,TRUE
-55.4658,-24.1219,4,2,"Culture/molecular, Serology",2,"Akodon montensis, Oligoryzomys nigripes",8,TRUE
-55.4656,-24.1217,2,2,"Culture/molecular, Serology",1,"Akodon montensis",4,TRUE
-55.4656,-24.1216,2,2,"Culture/molecular, Serology",1,"Akodon montensis",4,TRUE
-55.4656,-24.1215,2,2,"Culture/molecular, Serology",1,"Akodon montensis",4,TRUE
-55.4655,-24.1214,2,2,"Culture/molecular, Serology",1,"Akodon montensis",2,TRUE
-55.4654,-24.1213,2,2,"Culture/molecular, Serology",1,"Hylaeamys megacephalus",2,TRUE
-55.4653,-24.1214,2,2,"Culture/molecular, Serology",1,"Akodon montensis",2,TRUE
-55.4653,-24.1213,2,2,"Culture/molecular, Serology",1,"Akodon montensis",2,TRUE
-55.4653,-24.1212,2,2,"Culture/molecular, Serology",1,"Akodon montensis",2,TRUE
-55.4652,-24.1212,5,2,"Culture/molecular, Serology",3,"Akodon montensis, Hylaeamys megacephalus, Oligoryzomys nigripes",54,TRUE
-55.4651,-24.1212,2,2,"Culture/molecular, Serology",1,"Akodon montensis",8,TRUE
-55.465,-24.1212,2,2,"Culture/molecular, Serology",1,"Akodon montensis",2,TRUE
-55.465,-24.1211,2,2,"Culture/molecular, Serology",1,"Akodon montensis",2,TRUE
-55.4648,-24.1209,2,2,"Culture/molecular, Serology",1,"Akodon montensis",2,TRUE
-55.4647,-24.1209,2,2,"Culture/molecular, Serology",1,"Oligoryzomys nigripes",2,TRUE
-55.4646,-24.1209,2,2,"Culture/molecular, Serology",1,"Akodon montensis",2,TRUE
-55.4646,-24.1207,2,2,"Culture/molecular, Serology",1,"Akodon montensis",2,TRUE
-55.4646,-24.1206,2,2,"Culture/molecular, Serology",1,"Akodon montensis",2,TRUE
-55.4645,-24.1208,1,1,"Serology",1,"Hylaeamys megacephalus",1,FALSE
-55.4645,-24.1207,2,2,"Culture/molecular, Serology",1,"Akodon montensis",3,TRUE
-55.4644,-24.1207,2,2,"Culture/molecular, Serology",1,"Akodon montensis",3,TRUE
-55.447,-24.1221,4,1,"Serology",4,"Akodon montensis, Hylaeamys megacephalus, Oligoryzomys flavescens, Oligoryzomys nigripes",583,FALSE
-55.4342,-24.1314,5,2,"Culture/molecular, Serology",3,"Akodon montensis, Hylaeamys megacephalus, Oligoryzomys nigripes",15,TRUE
-55.4332,-24.1315,2,2,"Culture/molecular, Serology",1,"Akodon montensis",4,TRUE
-55.433,-24.1315,1,1,"Serology",1,"Hylaeamys megacephalus",1,FALSE
-55.4329,-24.1316,1,1,"Serology",1,"Hylaeamys megacephalus",1,FALSE
-55.4328,-24.1315,2,2,"Culture/molecular, Serology",1,"Akodon montensis",2,TRUE
-55.4326,-24.1315,2,2,"Culture/molecular, Serology",1,"Akodon montensis",4,TRUE
-55.4325,-24.1314,2,2,"Culture/molecular, Serology",1,"Hylaeamys megacephalus",2,TRUE
-55.4323,-24.1313,2,2,"Culture/molecular, Serology",1,"Akodon montensis",2,TRUE
-55.4322,-24.1313,1,1,"Serology",1,"Hylaeamys megacephalus",1,FALSE
-55.4321,-24.1313,2,2,"Culture/molecular, Serology",1,"Oligoryzomys nigripes",2,TRUE
-55.4316,-24.131,2,2,"Culture/molecular, Serology",1,"Akodon montensis",2,TRUE
-55.4248,-24.1426,5,2,"Culture/molecular, Serology",3,"Akodon montensis, Hylaeamys megacephalus, Oligoryzomys nigripes",11,TRUE
-55.4246,-24.1451,2,2,"Culture/molecular, Serology",1,"Akodon montensis",2,TRUE
-55.4245,-24.1445,2,2,"Culture/molecular, Serology",1,"Oligoryzomys nigripes",2,TRUE
-55.4245,-24.1442,2,2,"Culture/molecular, Serology",1,"Akodon montensis",2,TRUE
-55.4245,-24.1441,2,2,"Culture/molecular, Serology",1,"Akodon montensis",2,TRUE
-55.4245,-24.1436,1,1,"Serology",1,"Akodon montensis",1,FALSE
-55.4245,-24.1431,2,2,"Culture/molecular, Serology",1,"Akodon montensis",2,TRUE
-55.4244,-24.1441,2,2,"Culture/molecular, Serology",1,"Akodon montensis",2,TRUE
-55.4244,-24.144,2,2,"Culture/molecular, Serology",1,"Hylaeamys megacephalus",2,TRUE
-55.3921,-24.1312,2,2,"Culture/molecular, Serology",1,"Akodon montensis",2,TRUE
-55.392,-24.1312,5,2,"Culture/molecular, Serology",3,"Akodon montensis, Hylaeamys megacephalus, Oligoryzomys nigripes",27,TRUE
-55.392,-24.1311,2,2,"Culture/molecular, Serology",1,"Akodon montensis",6,TRUE
-55.392,-24.131,2,2,"Culture/molecular, Serology",1,"Oligoryzomys nigripes",4,TRUE
-55.3919,-24.132,2,2,"Culture/molecular, Serology",1,"Akodon montensis",4,TRUE
-55.3919,-24.1319,2,2,"Culture/molecular, Serology",1,"Akodon montensis",2,TRUE
-55.3918,-24.132,2,2,"Culture/molecular, Serology",1,"Akodon montensis",2,TRUE
-55.3916,-24.1324,4,2,"Culture/molecular, Serology",2,"Akodon montensis, Oligoryzomys nigripes",6,TRUE
-55.3915,-24.1327,1,1,"Serology",1,"Hylaeamys megacephalus",1,FALSE
-55.3914,-24.133,1,1,"Serology",1,"Hylaeamys megacephalus",1,FALSE
-55.3913,-24.1333,2,2,"Culture/molecular, Serology",1,"Hylaeamys megacephalus",2,TRUE
-55.3912,-24.1333,2,2,"Culture/molecular, Serology",1,"Akodon montensis",2,TRUE
-55.3912,-24.1332,2,2,"Culture/molecular, Serology",1,"Akodon montensis",2,TRUE
-55.3858,-24.1342,2,2,"Culture/molecular, Serology",1,"Akodon montensis",4,TRUE
-55.3857,-24.1346,2,2,"Culture/molecular, Serology",1,"Akodon montensis",2,TRUE
-55.3857,-24.1342,1,1,"Serology",1,"Akodon montensis",2,FALSE
-55.3856,-24.1346,2,2,"Culture/molecular, Serology",1,"Akodon montensis",2,TRUE
-55.3856,-24.1345,2,2,"Culture/molecular, Serology",1,"Akodon montensis",2,TRUE
-55.3856,-24.1342,2,2,"Culture/molecular, Serology",1,"Akodon montensis",2,TRUE
-55.3855,-24.1342,4,2,"Culture/molecular, Serology",2,"Akodon montensis, Oligoryzomys nigripes",10,TRUE
-55.3855,-24.1341,2,2,"Culture/molecular, Serology",1,"Akodon montensis",2,TRUE
-55.3854,-24.1346,2,2,"Culture/molecular, Serology",1,"Akodon montensis",2,TRUE
-55.3854,-24.1343,2,2,"Culture/molecular, Serology",1,"Akodon montensis",2,TRUE
-55.3854,-24.1342,4,2,"Culture/molecular, Serology",2,"Akodon montensis, Oligoryzomys nigripes",4,TRUE
-55.3853,-24.1347,2,2,"Culture/molecular, Serology",1,"Hylaeamys megacephalus",2,TRUE
-55.3853,-24.1343,2,2,"Culture/molecular, Serology",1,"Akodon montensis",2,TRUE
-55.3853,-24.1342,2,2,"Culture/molecular, Serology",1,"Hylaeamys megacephalus",3,TRUE
-55.3852,-24.1346,2,2,"Culture/molecular, Serology",1,"Akodon montensis",2,TRUE
-55.3852,-24.1345,2,2,"Culture/molecular, Serology",1,"Oligoryzomys nigripes",2,TRUE
-55.3852,-24.1342,5,2,"Culture/molecular, Serology",3,"Akodon montensis, Hylaeamys megacephalus, Oligoryzomys nigripes",43,TRUE
-55.3851,-24.1345,2,2,"Culture/molecular, Serology",1,"Akodon montensis",4,TRUE
-55.3851,-24.1343,2,2,"Culture/molecular, Serology",1,"Akodon montensis",4,TRUE
-55.385,-24.1346,2,2,"Culture/molecular, Serology",1,"Akodon montensis",2,TRUE
-55.385,-24.1345,2,2,"Culture/molecular, Serology",1,"Akodon montensis",4,TRUE
-55.385,-24.1344,2,2,"Culture/molecular, Serology",1,"Akodon montensis",2,TRUE
-55.385,-24.1343,2,2,"Culture/molecular, Serology",1,"Akodon montensis",3,TRUE
-55.3849,-24.1346,3,2,"Culture/molecular, Serology",2,"Akodon montensis, Hylaeamys megacephalus",3,TRUE
-55.3849,-24.1344,2,2,"Culture/molecular, Serology",1,"Akodon montensis",2,TRUE
-55.3848,-24.1344,2,2,"Culture/molecular, Serology",1,"Akodon montensis",6,TRUE
-55.3702,-24.1308,2,2,"Culture/molecular, Serology",1,"Hylaeamys megacephalus",2,TRUE
-55.3665,-24.1416,2,2,"Culture/molecular, Serology",1,"Akodon montensis",2,TRUE
-55.3664,-24.1416,2,2,"Culture/molecular, Serology",1,"Akodon montensis",4,TRUE
-55.3664,-24.1415,3,2,"Culture/molecular, Serology",2,"Akodon montensis, Hylaeamys megacephalus",7,TRUE
-55.3664,-24.1414,2,2,"Culture/molecular, Serology",1,"Akodon montensis",2,TRUE
-55.3664,-24.1413,2,2,"Culture/molecular, Serology",1,"Akodon montensis",2,TRUE
-55.3664,-24.1412,3,2,"Culture/molecular, Serology",2,"Akodon montensis, Hylaeamys megacephalus",11,TRUE
-55.3664,-24.141,2,2,"Culture/molecular, Serology",1,"Akodon montensis",2,TRUE
-55.3663,-24.1427,2,2,"Culture/molecular, Serology",1,"Akodon montensis",6,TRUE
-55.3663,-24.1426,4,2,"Culture/molecular, Serology",2,"Akodon montensis, Oligoryzomys nigripes",6,TRUE
-55.3663,-24.1425,2,2,"Culture/molecular, Serology",1,"Akodon montensis",2,TRUE
-55.3663,-24.1424,1,1,"Serology",1,"Hylaeamys megacephalus",1,FALSE
-55.3663,-24.1421,5,2,"Culture/molecular, Serology",3,"Akodon montensis, Hylaeamys megacephalus, Oligoryzomys nigripes",65,TRUE
-55.3663,-24.1419,2,2,"Culture/molecular, Serology",1,"Akodon montensis",2,TRUE
-55.3663,-24.1413,2,2,"Culture/molecular, Serology",1,"Akodon montensis",2,TRUE
-55.3663,-24.1412,2,2,"Culture/molecular, Serology",1,"Akodon montensis",4,TRUE
-55.3663,-24.1411,1,1,"Serology",1,"Akodon montensis",1,FALSE
-55.3663,-24.141,2,2,"Culture/molecular, Serology",1,"Akodon montensis",10,TRUE
-55.3662,-24.1429,2,2,"Culture/molecular, Serology",1,"Akodon montensis",2,TRUE
-55.3662,-24.1428,2,2,"Culture/molecular, Serology",1,"Akodon montensis",6,TRUE
-55.3662,-24.1427,2,2,"Culture/molecular, Serology",1,"Akodon montensis",2,TRUE
-55.3661,-24.1429,4,2,"Culture/molecular, Serology",2,"Akodon montensis, Hylaeamys megacephalus",10,TRUE
-55.366,-24.1429,3,2,"Culture/molecular, Serology",2,"Akodon montensis, Hylaeamys megacephalus",11,TRUE
-55.3659,-24.1434,2,2,"Culture/molecular, Serology",1,"Akodon montensis",4,TRUE
-55.3659,-24.1432,2,2,"Culture/molecular, Serology",1,"Hylaeamys megacephalus",2,TRUE
-55.3659,-24.1431,2,2,"Culture/molecular, Serology",1,"Oligoryzomys nigripes",2,TRUE
-55.3659,-24.143,1,1,"Serology",1,"Hylaeamys megacephalus",1,FALSE
-55.3659,-24.1421,1,1,"Serology",1,"Akodon montensis",1,FALSE
-55.3658,-24.1434,2,2,"Culture/molecular, Serology",1,"Akodon montensis",2,TRUE
-55.3658,-24.1432,2,2,"Culture/molecular, Serology",1,"Akodon montensis",4,TRUE
